mode,overall,alpha,lam,lr,best_auc,test_loss,test_acc,test_auc
Unweighted cosine,False,1.000000,300,0.001000,0.836167,0.508388,0.756700,0.843547
Weighted cosine,False,1.000000,300,0.001000,0.837931,0.516035,0.762600,0.846299
Unweighted cosine,False,1.000000,1000,0.001000,0.832939,0.501428,0.757900,0.844238
Weighted cosine,False,1.000000,1000,0.001000,0.833411,0.506283,0.757900,0.842342
Unweighted cosine,False,1.000000,3000,0.001000,0.839251,0.506474,0.756200,0.846905
Weighted cosine,False,1.000000,3000,0.001000,0.832647,0.513861,0.755800,0.838925
Unweighted cosine,False,1.000000,10000,0.001000,0.838059,0.513355,0.753700,0.846986
Weighted cosine,False,1.000000,10000,0.001000,0.828613,0.511086,0.757900,0.834717
Unweighted cosine,False,1.000000,30000,0.001000,0.837850,0.510195,0.751600,0.841622
Weighted cosine,False,1.000000,30000,0.001000,0.827391,0.503410,0.754100,0.836401
Unweighted cosine,True,1.000000,300,0.001000,0.833346,0.491201,0.764100,0.843606
Weighted cosine,True,1.000000,300,0.001000,0.836484,0.497329,0.760700,0.847498
Unweighted cosine,True,1.000000,1000,0.001000,0.836624,0.485248,0.766900,0.847969
Weighted cosine,True,1.000000,1000,0.001000,0.838769,0.505567,0.764600,0.846241
Unweighted cosine,True,1.000000,3000,0.001000,0.844262,0.481319,0.771600,0.851684
Weighted cosine,True,1.000000,3000,0.001000,0.838261,0.493634,0.766600,0.846635
Unweighted cosine,True,1.000000,10000,0.001000,0.842509,0.493743,0.761900,0.846593
Weighted cosine,True,1.000000,10000,0.001000,0.834484,0.511996,0.757600,0.841468
Unweighted cosine,True,1.000000,30000,0.001000,0.701364,0.689550,0.509200,0.678523
Weighted cosine,True,1.000000,30000,0.001000,0.678007,0.695446,0.495100,0.693238
Unweighted cosine,False,1.000000,300,0.001000,0.836298,0.515878,0.752700,0.843757
Weighted cosine,False,1.000000,300,0.001000,0.832906,0.516760,0.752500,0.843164
Unweighted cosine,False,1.000000,1000,0.001000,0.836716,0.521339,0.755300,0.845074
Weighted cosine,False,1.000000,1000,0.001000,0.835422,0.522743,0.752000,0.844270
Unweighted cosine,False,1.000000,3000,0.001000,0.835377,0.506600,0.755600,0.845643
Weighted cosine,False,1.000000,3000,0.001000,0.822286,0.525390,0.750700,0.832495
Unweighted cosine,False,1.000000,10000,0.001000,0.839906,0.500514,0.760700,0.846474
Weighted cosine,False,1.000000,10000,0.001000,0.838587,0.537776,0.745900,0.843033
Unweighted cosine,False,1.000000,30000,0.001000,0.713873,0.690403,0.496100,0.708871
Weighted cosine,False,1.000000,30000,0.001000,0.835089,0.514509,0.755200,0.843423
Unweighted cosine,True,1.000000,300,0.001000,0.834335,0.517122,0.750600,0.844284
Weighted cosine,True,1.000000,300,0.001000,0.835814,0.498268,0.762600,0.843965
Unweighted cosine,True,1.000000,1000,0.001000,0.836625,0.500470,0.761500,0.841477
Weighted cosine,True,1.000000,1000,0.001000,0.837128,0.494953,0.762800,0.846270
Unweighted cosine,True,1.000000,3000,0.001000,0.840575,0.501422,0.757800,0.847950
Weighted cosine,True,1.000000,3000,0.001000,0.835889,0.504194,0.762600,0.843694
Unweighted cosine,True,1.000000,10000,0.001000,0.844584,0.481276,0.771800,0.853214
Weighted cosine,True,1.000000,10000,0.001000,0.833508,0.512562,0.757100,0.844220
Unweighted cosine,True,1.000000,30000,0.001000,0.749868,0.634429,0.639300,0.731386
Weighted cosine,True,1.000000,30000,0.001000,0.838652,0.489868,0.763400,0.846258
Unweighted cosine,False,1.000000,300,0.001000,0.832832,0.523861,0.749600,0.839893
Weighted cosine,False,1.000000,300,0.001000,0.833308,0.518030,0.752800,0.842386
Unweighted cosine,False,1.000000,1000,0.001000,0.820287,0.537347,0.738700,0.829664
Weighted cosine,False,1.000000,1000,0.001000,0.835818,0.520436,0.754300,0.842503
Unweighted cosine,False,1.000000,3000,0.001000,0.836774,0.518933,0.754000,0.839476
Weighted cosine,False,1.000000,3000,0.001000,0.835945,0.501154,0.756900,0.842229
Unweighted cosine,False,1.000000,10000,0.001000,0.835480,0.526607,0.755700,0.840339
Weighted cosine,False,1.000000,10000,0.001000,0.837234,0.494678,0.761500,0.843174
Unweighted cosine,False,1.000000,30000,0.001000,0.833489,0.543895,0.735700,0.836124
Weighted cosine,False,1.000000,30000,0.001000,0.836224,0.498943,0.757000,0.844330
Unweighted cosine,True,1.000000,300,0.001000,0.835718,0.505029,0.756800,0.840951
Weighted cosine,True,1.000000,300,0.001000,0.834025,0.505854,0.753900,0.842873
Unweighted cosine,True,1.000000,1000,0.001000,0.835627,0.517666,0.753100,0.842446
Weighted cosine,True,1.000000,1000,0.001000,0.835797,0.522278,0.750700,0.844310
Unweighted cosine,True,1.000000,3000,0.001000,0.840592,0.512088,0.753500,0.847835
Weighted cosine,True,1.000000,3000,0.001000,0.835393,0.497406,0.759700,0.841648
Unweighted cosine,True,1.000000,10000,0.001000,0.839553,0.527520,0.751500,0.845018
Weighted cosine,True,1.000000,10000,0.001000,0.832761,0.497388,0.766400,0.843942
Unweighted cosine,True,1.000000,30000,0.001000,0.841221,0.499528,0.766900,0.847784
Weighted cosine,True,1.000000,30000,0.001000,0.697607,0.693779,0.495100,0.691464
Unweighted cosine,False,1.000000,300,0.001000,0.835526,0.517107,0.757100,0.845084
Weighted cosine,False,1.000000,300,0.001000,0.835573,0.531249,0.743400,0.846529
Unweighted cosine,False,1.000000,1000,0.001000,0.838616,0.519325,0.756100,0.845848
Weighted cosine,False,1.000000,1000,0.001000,0.831417,0.508904,0.754200,0.838256
Unweighted cosine,False,1.000000,3000,0.001000,0.834474,0.495603,0.762700,0.842629
Weighted cosine,False,1.000000,3000,0.001000,0.831920,0.537471,0.741400,0.837436
Unweighted cosine,False,1.000000,10000,0.001000,0.834630,0.526239,0.745100,0.840467
Weighted cosine,False,1.000000,10000,0.001000,0.824691,0.523449,0.748700,0.833968
Unweighted cosine,False,1.000000,30000,0.001000,0.727237,0.651078,0.613900,0.711559
Weighted cosine,False,1.000000,30000,0.001000,0.831368,0.499012,0.760700,0.838752
Orthogonal,True,0.010000,300,0.001000,0.837602,0.506992,0.758100,0.846667
Orthogonal,True,1.000000,300,0.001000,0.835788,0.496415,0.759100,0.846016
Orthogonal,True,0.010000,1000,0.001000,0.840083,0.501846,0.760800,0.849537
Orthogonal,True,1.000000,1000,0.001000,0.834615,0.519535,0.753400,0.844411
Orthogonal,True,0.010000,3000,0.001000,0.840103,0.491988,0.763200,0.848886
Orthogonal,True,1.000000,3000,0.001000,0.838412,0.500543,0.762400,0.847472
Orthogonal,True,0.010000,10000,0.001000,0.844296,0.503077,0.763500,0.853002
Orthogonal,True,1.000000,10000,0.001000,0.644695,0.691505,0.495600,0.620915
Orthogonal,True,0.010000,30000,0.001000,0.838631,0.493691,0.760300,0.850218
Orthogonal,True,1.000000,30000,0.001000,0.671525,0.691452,0.495300,0.642327
Orthogonal,False,0.010000,300,0.001000,0.838434,0.496792,0.765700,0.848884
Orthogonal,False,1.000000,300,0.001000,0.831476,0.518869,0.746800,0.842798
Orthogonal,False,0.010000,1000,0.001000,0.840289,0.492083,0.764500,0.848200
Orthogonal,False,1.000000,1000,0.001000,0.839287,0.512244,0.752300,0.847570
Orthogonal,False,0.010000,3000,0.001000,0.837322,0.505654,0.757300,0.847611
Orthogonal,False,1.000000,3000,0.001000,0.663784,0.691110,0.495200,0.659613
Orthogonal,False,0.010000,10000,0.001000,0.840832,0.508149,0.760400,0.850032
Orthogonal,False,1.000000,10000,0.001000,0.633819,0.693347,0.495100,0.641824
Orthogonal,False,0.010000,30000,0.001000,0.842215,0.503867,0.759200,0.847104
Orthogonal,False,1.000000,30000,0.001000,0.665467,0.692209,0.495100,0.653847
Orthogonal,True,0.010000,300,0.001000,0.838324,0.500820,0.761400,0.848587
Orthogonal,True,1.000000,300,0.001000,0.838153,0.499559,0.757400,0.845858
Orthogonal,True,0.010000,1000,0.001000,0.837042,0.495098,0.762800,0.846845
Orthogonal,True,1.000000,1000,0.001000,0.835356,0.519330,0.751500,0.839540
Orthogonal,True,0.010000,3000,0.001000,0.840360,0.491942,0.764400,0.849160
Orthogonal,True,1.000000,3000,0.001000,0.834450,0.514030,0.748500,0.841221
Orthogonal,True,0.010000,10000,0.001000,0.841618,0.506682,0.762000,0.850355
Orthogonal,True,1.000000,10000,0.001000,0.837020,0.501867,0.759800,0.841813
Orthogonal,True,0.010000,30000,0.001000,0.834332,0.503748,0.756100,0.842418
Orthogonal,True,1.000000,30000,0.001000,0.650974,0.691275,0.496200,0.615688
Orthogonal,False,0.010000,300,0.001000,0.836094,0.514620,0.755200,0.842917
Orthogonal,False,1.000000,300,0.001000,0.837854,0.509873,0.757900,0.846540
Orthogonal,False,0.010000,1000,0.001000,0.840228,0.502015,0.763600,0.847622
Orthogonal,False,1.000000,1000,0.001000,0.836286,0.509831,0.758200,0.845309
Orthogonal,False,0.010000,3000,0.001000,0.841390,0.512949,0.753600,0.847909
Orthogonal,False,1.000000,3000,0.001000,0.835835,0.509416,0.757800,0.843911
Orthogonal,False,0.010000,10000,0.001000,0.844407,0.479324,0.769700,0.851348
Orthogonal,False,1.000000,10000,0.001000,0.836688,0.517509,0.749600,0.842101
Orthogonal,False,0.010000,30000,0.001000,0.839010,0.500302,0.756000,0.845466
Orthogonal,False,1.000000,30000,0.001000,0.828118,0.531071,0.747700,0.834551
Orthogonal,True,0.010000,300,0.001000,0.835221,0.534448,0.746400,0.841458
Orthogonal,True,1.000000,300,0.001000,0.835138,0.495399,0.762500,0.843848
Orthogonal,True,0.010000,1000,0.001000,0.839078,0.512581,0.758100,0.845288
Orthogonal,True,1.000000,1000,0.001000,0.836087,0.501165,0.760500,0.846591
Orthogonal,True,0.010000,3000,0.001000,0.837670,0.567855,0.733400,0.845251
Orthogonal,True,1.000000,3000,0.001000,0.834568,0.493229,0.765100,0.844304
Orthogonal,True,0.010000,10000,0.001000,0.841040,0.514508,0.755500,0.849047
Orthogonal,True,1.000000,10000,0.001000,0.836827,0.514870,0.750400,0.843724
Orthogonal,True,0.010000,30000,0.001000,0.839872,0.491598,0.762600,0.846623
Orthogonal,True,1.000000,30000,0.001000,0.690204,0.654720,0.624500,0.685470
Orthogonal,False,0.010000,300,0.001000,0.835847,0.532510,0.747700,0.841817
Orthogonal,False,1.000000,300,0.001000,0.835447,0.502057,0.759700,0.841834
Orthogonal,False,0.010000,1000,0.001000,0.836954,0.507857,0.758800,0.843332
Orthogonal,False,1.000000,1000,0.001000,0.835061,0.513779,0.752900,0.843252
Orthogonal,False,0.010000,3000,0.001000,0.838116,0.499256,0.762900,0.843214
Orthogonal,False,1.000000,3000,0.001000,0.838345,0.486714,0.763900,0.846798
Orthogonal,False,0.010000,10000,0.001000,0.841136,0.531796,0.751700,0.848403
Orthogonal,False,1.000000,10000,0.001000,0.660730,0.694482,0.495100,0.672512
Orthogonal,False,0.010000,30000,0.001000,0.838473,0.516325,0.751500,0.845498
Orthogonal,False,1.000000,30000,0.001000,0.642377,0.694967,0.495100,0.652557
Orthogonal,True,0.010000,300,0.001000,0.837406,0.517145,0.756000,0.846047
Orthogonal,True,1.000000,300,0.001000,0.833311,0.504020,0.762800,0.842108
Orthogonal,True,0.010000,1000,0.001000,0.836937,0.501071,0.759300,0.846279
Orthogonal,True,1.000000,1000,0.001000,0.838249,0.497124,0.761700,0.847348
Orthogonal,True,0.010000,3000,0.001000,0.837288,0.515198,0.754200,0.847677
Orthogonal,True,1.000000,3000,0.001000,0.838677,0.498207,0.762200,0.846631
Orthogonal,True,0.010000,10000,0.001000,0.840973,0.505315,0.757600,0.849941
Orthogonal,True,1.000000,10000,0.001000,0.641805,0.693953,0.495100,0.644253
Orthogonal,True,0.010000,30000,0.001000,0.834723,0.512408,0.754700,0.840908
Orthogonal,True,1.000000,30000,0.001000,0.659784,0.692992,0.495100,0.670640
Orthogonal,False,0.010000,300,0.001000,0.837049,0.499550,0.762700,0.848021
Orthogonal,False,1.000000,300,0.001000,0.836949,0.502449,0.754500,0.842496
Orthogonal,False,0.010000,1000,0.001000,0.837753,0.498978,0.764400,0.847080
Orthogonal,False,1.000000,1000,0.001000,0.837150,0.506736,0.761400,0.848071
Orthogonal,False,0.010000,3000,0.001000,0.839860,0.498208,0.762300,0.850198
Orthogonal,False,1.000000,3000,0.001000,0.837430,0.506881,0.760000,0.847263
Orthogonal,False,0.010000,10000,0.001000,0.841877,0.509743,0.758400,0.852162
Orthogonal,False,1.000000,10000,0.001000,0.671940,0.691570,0.495200,0.662196
Orthogonal,False,0.010000,30000,0.001000,0.843474,0.497079,0.761300,0.850816
Orthogonal,False,1.000000,30000,0.001000,0.834075,0.503916,0.757900,0.840186
Orthogonal,True,0.010000,300,0.001000,0.838835,0.524841,0.751000,0.847681
Orthogonal,True,1.000000,300,0.001000,0.837173,0.508134,0.755500,0.844700
Orthogonal,True,0.010000,1000,0.001000,0.840268,0.533733,0.748100,0.847232
Orthogonal,True,1.000000,1000,0.001000,0.834570,0.517713,0.757100,0.843773
Orthogonal,True,0.010000,3000,0.001000,0.836864,0.502789,0.758800,0.843400
Orthogonal,True,1.000000,3000,0.001000,0.635181,0.695724,0.495100,0.641992
Orthogonal,True,0.010000,10000,0.001000,0.840626,0.522006,0.751900,0.845399
Orthogonal,True,1.000000,10000,0.001000,0.604732,0.695790,0.495100,0.605833
Orthogonal,True,0.010000,30000,0.001000,0.842372,0.500692,0.759200,0.850452
Orthogonal,True,1.000000,30000,0.001000,0.814375,0.542287,0.730000,0.815442
Orthogonal,False,0.010000,300,0.001000,0.838724,0.506901,0.757300,0.846575
Orthogonal,False,1.000000,300,0.001000,0.831897,0.516269,0.746400,0.840342
Orthogonal,False,0.010000,1000,0.001000,0.837296,0.501207,0.758600,0.845168
Orthogonal,False,1.000000,1000,0.001000,0.836620,0.518426,0.750400,0.841995
Orthogonal,False,0.010000,3000,0.001000,0.836744,0.502798,0.759100,0.846400
Orthogonal,False,1.000000,3000,0.001000,0.836569,0.513842,0.752900,0.844710
Orthogonal,False,0.010000,10000,0.001000,0.842425,0.510022,0.757600,0.849252
Orthogonal,False,1.000000,10000,0.001000,0.639887,0.695803,0.495100,0.636116
Orthogonal,False,0.010000,30000,0.001000,0.840780,0.523235,0.750200,0.849418
Orthogonal,False,1.000000,30000,0.001000,0.596608,0.695786,0.495100,0.603550
Orthogonal,True,0.010000,300,0.001000,0.839732,0.500038,0.761600,0.846701
Orthogonal,True,1.000000,300,0.001000,0.839983,0.490763,0.762300,0.847974
Orthogonal,True,0.010000,1000,0.001000,0.839731,0.495612,0.761300,0.847788
Orthogonal,True,1.000000,1000,0.001000,0.837810,0.535070,0.749300,0.843233
Orthogonal,True,0.010000,3000,0.001000,0.842324,0.500873,0.758200,0.848933
Orthogonal,True,1.000000,3000,0.001000,0.833077,0.528449,0.749900,0.842514
Orthogonal,True,0.010000,10000,0.001000,0.844283,0.514826,0.759800,0.854297
Orthogonal,True,1.000000,10000,0.001000,0.839296,0.505931,0.758300,0.842399
Orthogonal,True,0.010000,30000,0.001000,0.843552,0.485243,0.768600,0.853566
Orthogonal,True,1.000000,30000,0.001000,0.692209,0.674460,0.580300,0.672920
Orthogonal,False,0.010000,300,0.001000,0.842517,0.501585,0.758400,0.850961
Orthogonal,False,1.000000,300,0.001000,0.839802,0.497110,0.761600,0.848867
Orthogonal,False,0.010000,1000,0.001000,0.842974,0.483958,0.767600,0.849634
Orthogonal,False,1.000000,1000,0.001000,0.838573,0.484897,0.766700,0.849045
Orthogonal,False,0.010000,3000,0.001000,0.845828,0.498259,0.767900,0.852410
Orthogonal,False,1.000000,3000,0.001000,0.835603,0.512975,0.751000,0.845139
Orthogonal,False,0.010000,10000,0.001000,0.845518,0.484589,0.767000,0.855053
Orthogonal,False,1.000000,10000,0.001000,0.559737,0.695443,0.495100,0.548658
Orthogonal,False,0.010000,30000,0.001000,0.848505,0.485878,0.766500,0.854570
Orthogonal,False,1.000000,30000,0.001000,0.839564,0.492474,0.765600,0.850475
Orthogonal,True,0.010000,300,0.001000,0.838544,0.506690,0.759400,0.848021
Orthogonal,True,1.000000,300,0.001000,0.841431,0.495277,0.766100,0.847106
Orthogonal,True,0.010000,1000,0.001000,0.841857,0.483925,0.768600,0.852516
Orthogonal,True,1.000000,1000,0.001000,0.841406,0.505210,0.761500,0.847444
Orthogonal,True,0.010000,3000,0.001000,0.844378,0.509084,0.757400,0.854391
Orthogonal,True,1.000000,3000,0.001000,0.841447,0.485796,0.766500,0.847339
Orthogonal,True,0.010000,10000,0.001000,0.844086,0.487247,0.770500,0.855668
Orthogonal,True,1.000000,10000,0.001000,0.608018,0.694429,0.495100,0.614893
Orthogonal,True,0.010000,30000,0.001000,0.843911,0.520526,0.751000,0.853172
Orthogonal,True,1.000000,30000,0.001000,0.697121,0.689280,0.497300,0.678144
Orthogonal,False,0.010000,300,0.001000,0.838631,0.506781,0.758700,0.846771
Orthogonal,False,1.000000,300,0.001000,0.834685,0.504290,0.757800,0.844007
Orthogonal,False,0.010000,1000,0.001000,0.836890,0.514885,0.753900,0.846969
Orthogonal,False,1.000000,1000,0.001000,0.837579,0.491805,0.764500,0.848698
Orthogonal,False,0.010000,3000,0.001000,0.844404,0.491177,0.767100,0.850841
Orthogonal,False,1.000000,3000,0.001000,0.839762,0.484715,0.767200,0.848169
Orthogonal,False,0.010000,10000,0.001000,0.844739,0.525150,0.752700,0.856586
Orthogonal,False,1.000000,10000,0.001000,0.709618,0.679622,0.571600,0.693469
Orthogonal,False,0.010000,30000,0.001000,0.845434,0.487152,0.764700,0.849369
Orthogonal,False,1.000000,30000,0.001000,0.615949,0.694987,0.495100,0.588770
Orthogonal,True,0.010000,300,0.001000,0.832851,0.505702,0.758100,0.842962
Orthogonal,True,1.000000,300,0.001000,0.838317,0.494501,0.763200,0.846710
Orthogonal,True,0.010000,1000,0.001000,0.837675,0.512242,0.755100,0.848715
Orthogonal,True,1.000000,1000,0.001000,0.833987,0.511276,0.757500,0.841834
Orthogonal,True,0.010000,3000,0.001000,0.839707,0.510260,0.757700,0.850363
Orthogonal,True,1.000000,3000,0.001000,0.839857,0.493927,0.767300,0.849232
Orthogonal,True,0.010000,10000,0.001000,0.843717,0.502034,0.761300,0.851851
Orthogonal,True,1.000000,10000,0.001000,0.710276,0.692356,0.495100,0.714527
Orthogonal,True,0.010000,30000,0.001000,0.840728,0.491117,0.763900,0.845781
Orthogonal,True,1.000000,30000,0.001000,0.698542,0.692511,0.495100,0.700110
Orthogonal,False,0.010000,300,0.001000,0.837809,0.498397,0.763600,0.848266
Orthogonal,False,1.000000,300,0.001000,0.836691,0.497102,0.763100,0.846901
Orthogonal,False,0.010000,1000,0.001000,0.842826,0.495903,0.764600,0.852379
Orthogonal,False,1.000000,1000,0.001000,0.839579,0.508940,0.758900,0.847692
Orthogonal,False,0.010000,3000,0.001000,0.844330,0.510689,0.758200,0.853103
Orthogonal,False,1.000000,3000,0.001000,0.839867,0.511187,0.762400,0.849936
Orthogonal,False,0.010000,10000,0.001000,0.842750,0.502419,0.763800,0.853745
Orthogonal,False,1.000000,10000,0.001000,0.673768,0.694893,0.495100,0.684852
Orthogonal,False,0.010000,30000,0.001000,0.843718,0.494362,0.766200,0.853407
Orthogonal,False,1.000000,30000,0.001000,0.672512,0.694954,0.495100,0.684081
Orthogonal,True,0.010000,300,0.001000,0.838786,0.510690,0.755200,0.846733
Orthogonal,True,1.000000,300,0.001000,0.842481,0.494531,0.763600,0.847242
Orthogonal,True,0.010000,1000,0.001000,0.843578,0.516557,0.755700,0.848429
Orthogonal,True,1.000000,1000,0.001000,0.840906,0.494720,0.763300,0.849246
Orthogonal,True,0.010000,3000,0.001000,0.842679,0.532452,0.750800,0.849681
Orthogonal,True,1.000000,3000,0.001000,0.840772,0.482502,0.769900,0.848668
Orthogonal,True,0.010000,10000,0.001000,0.844351,0.495798,0.763400,0.850713
Orthogonal,True,1.000000,10000,0.001000,0.834527,0.516488,0.757800,0.837291
Orthogonal,True,0.010000,30000,0.001000,0.842972,0.504697,0.758100,0.848518
Orthogonal,True,1.000000,30000,0.001000,0.626515,0.698162,0.495100,0.645889
Orthogonal,False,0.010000,300,0.001000,0.838248,0.501082,0.760600,0.847366
Orthogonal,False,1.000000,300,0.001000,0.835790,0.517768,0.753100,0.841262
Orthogonal,False,0.010000,1000,0.001000,0.841575,0.488496,0.767100,0.849102
Orthogonal,False,1.000000,1000,0.001000,0.835715,0.503205,0.758500,0.844035
Orthogonal,False,0.010000,3000,0.001000,0.841002,0.507129,0.760600,0.845695
Orthogonal,False,1.000000,3000,0.001000,0.842012,0.497127,0.764400,0.847465
Orthogonal,False,0.010000,10000,0.001000,0.846603,0.528015,0.751500,0.850120
Orthogonal,False,1.000000,10000,0.001000,0.838247,0.488244,0.763500,0.848163
Orthogonal,False,0.010000,30000,0.001000,0.843072,0.504497,0.760600,0.850912
Orthogonal,False,1.000000,30000,0.001000,0.610836,0.694983,0.495100,0.620163
Orthogonal,True,0.010000,300,0.001000,0.831923,0.529081,0.749600,0.841579
Orthogonal,True,1.000000,300,0.001000,0.833583,0.497140,0.763600,0.845074
Orthogonal,True,0.010000,1000,0.001000,0.835953,0.496407,0.763900,0.845334
Orthogonal,True,1.000000,1000,0.001000,0.833368,0.511398,0.755300,0.843035
Orthogonal,True,0.010000,3000,0.001000,0.838739,0.511465,0.757800,0.848480
Orthogonal,True,1.000000,3000,0.001000,0.631287,0.695072,0.495100,0.640573
Orthogonal,True,0.010000,10000,0.001000,0.836318,0.517057,0.751000,0.846911
Orthogonal,True,1.000000,10000,0.001000,0.832585,0.489925,0.762400,0.845105
Orthogonal,True,0.010000,30000,0.001000,0.831325,0.530472,0.742600,0.836240
Orthogonal,True,1.000000,30000,0.001000,0.625384,0.695083,0.495100,0.630886
Orthogonal,False,0.010000,300,0.001000,0.836134,0.508519,0.755500,0.842728
Orthogonal,False,1.000000,300,0.001000,0.835359,0.515704,0.754000,0.840284
Orthogonal,False,0.010000,1000,0.001000,0.837123,0.513067,0.754000,0.846986
Orthogonal,False,1.000000,1000,0.001000,0.829498,0.516584,0.748600,0.835451
Orthogonal,False,0.010000,3000,0.001000,0.840966,0.494935,0.763400,0.852330
Orthogonal,False,1.000000,3000,0.001000,0.832851,0.496003,0.764900,0.841432
Orthogonal,False,0.010000,10000,0.001000,0.841017,0.506847,0.761000,0.852053
Orthogonal,False,1.000000,10000,0.001000,0.608398,0.695238,0.495100,0.608685
Orthogonal,False,0.010000,30000,0.001000,0.838036,0.496422,0.765100,0.846688
Orthogonal,False,1.000000,30000,0.001000,0.648190,0.689411,0.509100,0.618072
Unweighted cosine,True,0.010000,300,0.001000,0.834538,0.485611,0.764300,0.845824
Weighted cosine,True,0.010000,300,0.001000,0.834785,0.504642,0.756100,0.844608
Unweighted cosine,True,0.010000,1000,0.001000,0.829034,0.525890,0.741700,0.836309
Weighted cosine,True,0.010000,1000,0.001000,0.835826,0.521910,0.750900,0.845883
Unweighted cosine,True,0.010000,3000,0.001000,0.709223,0.691710,0.496700,0.698316
Weighted cosine,True,0.010000,3000,0.001000,0.831902,0.516220,0.750100,0.841642
Unweighted cosine,True,0.010000,10000,0.001000,0.653830,0.694425,0.495100,0.677276
Weighted cosine,True,0.010000,10000,0.001000,0.835023,0.503202,0.757000,0.844074
Unweighted cosine,True,0.010000,30000,0.001000,0.661414,0.696211,0.495100,0.661505
Weighted cosine,True,0.010000,30000,0.001000,0.822167,0.527535,0.746300,0.830990
Unweighted cosine,False,0.010000,300,0.001000,0.833107,0.524350,0.746900,0.839512
Weighted cosine,False,0.010000,300,0.001000,0.830457,0.519364,0.749000,0.838707
Unweighted cosine,False,0.010000,1000,0.001000,0.830420,0.525598,0.749100,0.837752
Weighted cosine,False,0.010000,1000,0.001000,0.827037,0.533205,0.742300,0.832120
Unweighted cosine,False,0.010000,3000,0.001000,0.718939,0.634754,0.632000,0.722635
Weighted cosine,False,0.010000,3000,0.001000,0.824774,0.536142,0.736700,0.827999
Unweighted cosine,False,0.010000,10000,0.001000,0.732785,0.611249,0.666000,0.727791
Weighted cosine,False,0.010000,10000,0.001000,0.817292,0.557124,0.726900,0.822914
Unweighted cosine,False,0.010000,30000,0.001000,0.662884,0.696301,0.506600,0.666504
Weighted cosine,False,0.010000,30000,0.001000,0.737593,0.620741,0.657500,0.740035
Unweighted cosine,True,0.010000,300,0.001000,0.839712,0.505283,0.760700,0.846422
Weighted cosine,True,0.010000,300,0.001000,0.838855,0.497895,0.760900,0.844354
Unweighted cosine,True,0.010000,1000,0.001000,0.832422,0.532958,0.751100,0.838387
Weighted cosine,True,0.010000,1000,0.001000,0.837029,0.508107,0.756900,0.844750
Unweighted cosine,True,0.010000,3000,0.001000,0.737843,0.659268,0.574900,0.739831
Weighted cosine,True,0.010000,3000,0.001000,0.840438,0.498349,0.762000,0.849711
Unweighted cosine,True,0.010000,10000,0.001000,0.713240,0.675464,0.526300,0.723690
Weighted cosine,True,0.010000,10000,0.001000,0.830033,0.529156,0.745700,0.837627
Unweighted cosine,True,0.010000,30000,0.001000,0.723583,0.677968,0.522900,0.731602
Weighted cosine,True,0.010000,30000,0.001000,0.747864,0.634762,0.627300,0.751447
Unweighted cosine,False,0.010000,300,0.001000,0.829842,0.533139,0.744400,0.833500
Weighted cosine,False,0.010000,300,0.001000,0.833100,0.513453,0.755000,0.841669
Unweighted cosine,False,0.010000,1000,0.001000,0.828128,0.533096,0.742700,0.833626
Weighted cosine,False,0.010000,1000,0.001000,0.832026,0.527243,0.747000,0.840796
Unweighted cosine,False,0.010000,3000,0.001000,0.824339,0.537298,0.738400,0.830624
Weighted cosine,False,0.010000,3000,0.001000,0.825041,0.561261,0.731000,0.830511
Unweighted cosine,False,0.010000,10000,0.001000,0.815990,0.560446,0.737100,0.822070
Weighted cosine,False,0.010000,10000,0.001000,0.818226,0.553883,0.735800,0.825853
Unweighted cosine,False,0.010000,30000,0.001000,0.536317,0.695401,0.495100,0.524283
Weighted cosine,False,0.010000,30000,0.001000,0.796261,0.558416,0.710100,0.803670
Unweighted cosine,True,0.010000,300,0.001000,0.837328,0.503092,0.762500,0.843928
Weighted cosine,True,0.010000,300,0.001000,0.835674,0.514992,0.753800,0.841897
Unweighted cosine,True,0.010000,1000,0.001000,0.692870,0.695599,0.495100,0.702887
Weighted cosine,True,0.010000,1000,0.001000,0.836329,0.501301,0.759400,0.841472
Unweighted cosine,True,0.010000,3000,0.001000,0.677039,0.700653,0.495100,0.679031
Weighted cosine,True,0.010000,3000,0.001000,0.827090,0.535082,0.741500,0.839452
Unweighted cosine,True,0.010000,10000,0.001000,0.641406,0.694026,0.495600,0.641187
Weighted cosine,True,0.010000,10000,0.001000,0.667622,0.702927,0.495100,0.670145
Unweighted cosine,True,0.010000,30000,0.001000,0.676804,0.692493,0.495900,0.687803
Weighted cosine,True,0.010000,30000,0.001000,0.683735,0.700311,0.495100,0.691395
Unweighted cosine,False,0.010000,300,0.001000,0.826074,0.540911,0.741600,0.831407
Weighted cosine,False,0.010000,300,0.001000,0.824512,0.525033,0.744500,0.835307
Unweighted cosine,False,0.010000,1000,0.001000,0.830220,0.527223,0.744800,0.835597
Weighted cosine,False,0.010000,1000,0.001000,0.827850,0.538422,0.740300,0.834342
Unweighted cosine,False,0.010000,3000,0.001000,0.739213,0.598706,0.677700,0.741811
Weighted cosine,False,0.010000,3000,0.001000,0.807390,0.565008,0.721500,0.813341
Unweighted cosine,False,0.010000,10000,0.001000,0.736028,0.613997,0.665800,0.740051
Weighted cosine,False,0.010000,10000,0.001000,0.819471,0.551219,0.731400,0.821533
Unweighted cosine,False,0.010000,30000,0.001000,0.663668,0.684757,0.530700,0.657711
