run,mode,overall,alpha,lam,loss
11,Weighted cosine,False,1,3,0.30505097
11,Unweighted cosine,False,0.01,3,0.30019796
11,Unweighted cosine,False,1,3,0.2983893
11,Orthogonal,False,0.01,3,0.29663303
11,Orthogonal,False,1,3,0.31742388
11,Multitask,False,1,1,0.34436047
11,Projection,False,0.01,1,0.34562835
11,Projection,False,1,1,0.3057323
11,Weighted cosine,False,0.01,1,0.30284348
11,Weighted cosine,False,1,1,0.30113053
11,Unweighted cosine,False,0.01,1,0.29743582
11,Unweighted cosine,False,1,1,0.30841458
11,Orthogonal,False,0.01,1,0.33158547
11,Orthogonal,False,1,1,0.2923515
12,Single task,False,1,0,0.36465856
12,Multitask,False,1,300,0.6585821
12,Projection,False,0.01,300,0.32033995
12,Projection,False,1,300,0.58641344
12,Weighted cosine,False,0.01,300,0.29911467
12,Weighted cosine,False,1,300,0.31019524
12,Unweighted cosine,False,0.01,300,0.30764052
12,Unweighted cosine,False,1,300,0.30846223
12,Orthogonal,False,0.01,300,0.3057785
12,Orthogonal,False,1,300,0.57257795
12,Multitask,False,1,100,0.44858876
12,Projection,False,0.01,100,0.29130042
12,Projection,False,1,100,0.36807063
12,Weighted cosine,False,0.01,100,0.30119678
12,Weighted cosine,False,1,100,0.2955972
12,Unweighted cosine,False,0.01,100,0.29764703
12,Unweighted cosine,False,1,100,0.30880135
12,Orthogonal,False,0.01,100,0.29911548
12,Orthogonal,False,1,100,0.36649278
12,Multitask,False,1,30,0.30104992
12,Projection,False,0.01,30,0.29947972
12,Projection,False,1,30,0.30181435
12,Weighted cosine,False,0.01,30,0.31389043
12,Weighted cosine,False,1,30,0.30047593
12,Unweighted cosine,False,0.01,30,0.30300954
12,Unweighted cosine,False,1,30,0.31191713
12,Orthogonal,False,0.01,30,0.30350265
12,Orthogonal,False,1,30,0.32092038
12,Multitask,False,1,10,0.30247393
12,Projection,False,0.01,10,0.3088578
12,Projection,False,1,10,0.29861
12,Weighted cosine,False,0.01,10,0.3246095
12,Weighted cosine,False,1,10,0.29283258
12,Unweighted cosine,False,0.01,10,0.29642585
12,Unweighted cosine,False,1,10,0.3112611
12,Orthogonal,False,0.01,10,0.29798374
12,Orthogonal,False,1,10,0.29575956
12,Multitask,False,1,3,0.34155926
12,Projection,False,0.01,3,0.31870306
12,Projection,False,1,3,0.29821146
12,Weighted cosine,False,0.01,3,0.29669356
12,Weighted cosine,False,1,3,0.3017183
12,Unweighted cosine,False,0.01,3,0.3194322
12,Unweighted cosine,False,1,3,0.31180647
12,Orthogonal,False,0.01,3,0.30683935
12,Orthogonal,False,1,3,0.30110422
12,Multitask,False,1,1,0.298624
12,Projection,False,0.01,1,0.30682614
12,Projection,False,1,1,0.3037806
12,Weighted cosine,False,0.01,1,0.2936909
12,Weighted cosine,False,1,1,0.30536205
12,Unweighted cosine,False,0.01,1,0.299995
12,Unweighted cosine,False,1,1,0.37070468
12,Orthogonal,False,0.01,1,0.29227707
12,Orthogonal,False,1,1,0.29988706
13,Single task,False,1,0,0.31265154
13,Multitask,False,1,300,0.6369999
13,Projection,False,0.01,300,0.3436382
13,Projection,False,1,300,0.5801662
13,Weighted cosine,False,0.01,300,0.29766133
13,Weighted cosine,False,1,300,0.32222852
13,Unweighted cosine,False,0.01,300,0.30457288
13,Unweighted cosine,False,1,300,0.32206833
13,Orthogonal,False,0.01,300,0.30745593
13,Orthogonal,False,1,300,0.57270694
13,Multitask,False,1,100,0.4507056
13,Projection,False,0.01,100,0.3088111
13,Projection,False,1,100,0.36470297
13,Weighted cosine,False,0.01,100,0.3061432
13,Weighted cosine,False,1,100,0.30403954
13,Unweighted cosine,False,0.01,100,0.3023599
13,Unweighted cosine,False,1,100,0.29969782
13,Orthogonal,False,0.01,100,0.3154932
13,Orthogonal,False,1,100,0.3770418
13,Multitask,False,1,30,0.3123868
13,Projection,False,0.01,30,0.32318184
13,Projection,False,1,30,0.31713298
13,Weighted cosine,False,0.01,30,0.30962235
13,Weighted cosine,False,1,30,0.2908145
13,Unweighted cosine,False,0.01,30,0.2976715
13,Unweighted cosine,False,1,30,0.32895824
13,Orthogonal,False,0.01,30,0.2944782
13,Orthogonal,False,1,30,0.3111949
13,Multitask,False,1,10,0.31659445
13,Projection,False,0.01,10,0.3017689
13,Projection,False,1,10,0.33694938
13,Weighted cosine,False,0.01,10,0.3104815
13,Weighted cosine,False,1,10,0.36460844
13,Unweighted cosine,False,0.01,10,0.29996
13,Unweighted cosine,False,1,10,0.30434167
13,Orthogonal,False,0.01,10,0.30403134
13,Orthogonal,False,1,10,0.3167569
13,Multitask,False,1,3,0.30459815
13,Projection,False,0.01,3,0.30159461
13,Projection,False,1,3,0.29099318
13,Weighted cosine,False,0.01,3,0.3017965
13,Weighted cosine,False,1,3,0.3004854
13,Unweighted cosine,False,0.01,3,0.30179065
13,Unweighted cosine,False,1,3,0.30043805
13,Orthogonal,False,0.01,3,0.3199643
13,Orthogonal,False,1,3,0.3041822
13,Multitask,False,1,1,0.32316652
13,Projection,False,0.01,1,0.3046636
13,Projection,False,1,1,0.30692008
13,Weighted cosine,False,0.01,1,0.3578203
13,Weighted cosine,False,1,1,0.29488274
13,Unweighted cosine,False,0.01,1,0.33604586
13,Unweighted cosine,False,1,1,0.3092683
13,Orthogonal,False,0.01,1,0.3009584
13,Orthogonal,False,1,1,0.304486
14,Single task,False,1,0,0.29184747
14,Multitask,False,1,300,0.6504269
14,Projection,False,0.01,300,0.31331563
14,Projection,False,1,300,0.5817848
14,Weighted cosine,False,0.01,300,0.34215358
14,Weighted cosine,False,1,300,0.3262341
14,Unweighted cosine,False,0.01,300,0.3122377
14,Unweighted cosine,False,1,300,0.32939032
14,Orthogonal,False,0.01,300,0.3740385
14,Orthogonal,False,1,300,0.5602946
14,Multitask,False,1,100,0.44614184
14,Projection,False,0.01,100,0.29919973
14,Projection,False,1,100,0.36936405
14,Weighted cosine,False,0.01,100,0.3045908
14,Weighted cosine,False,1,100,0.2992546
14,Unweighted cosine,False,0.01,100,0.2982726
14,Unweighted cosine,False,1,100,0.33446953
14,Orthogonal,False,0.01,100,0.31116053
14,Orthogonal,False,1,100,0.3769311
14,Multitask,False,1,30,0.30691165
14,Projection,False,0.01,30,0.3046959
14,Projection,False,1,30,0.3128757
14,Weighted cosine,False,0.01,30,0.30598187
14,Weighted cosine,False,1,30,0.29802287
14,Unweighted cosine,False,0.01,30,0.2994197
14,Unweighted cosine,False,1,30,0.3194464
14,Orthogonal,False,0.01,30,0.30285683
14,Orthogonal,False,1,30,0.3155237
14,Multitask,False,1,10,0.30951956
14,Projection,False,0.01,10,0.34957346
14,Projection,False,1,10,0.29083815
14,Weighted cosine,False,0.01,10,0.29555365
14,Weighted cosine,False,1,10,0.30910257
14,Unweighted cosine,False,0.01,10,0.30683663
14,Unweighted cosine,False,1,10,0.2950804
14,Orthogonal,False,0.01,10,0.30238432
14,Orthogonal,False,1,10,0.3315081
14,Multitask,False,1,3,0.3162658
14,Projection,False,0.01,3,0.30982992
14,Projection,False,1,3,0.29864588
14,Weighted cosine,False,0.01,3,0.30157784
14,Weighted cosine,False,1,3,0.30467358
14,Unweighted cosine,False,0.01,3,0.29526806
14,Unweighted cosine,False,1,3,0.31267574
14,Orthogonal,False,0.01,3,0.30645555
14,Orthogonal,False,1,3,0.29748935
14,Multitask,False,1,1,0.30551165
14,Projection,False,0.01,1,0.3163686
14,Projection,False,1,1,0.33975613
14,Weighted cosine,False,0.01,1,0.29736394
14,Weighted cosine,False,1,1,0.3221586
14,Unweighted cosine,False,0.01,1,0.3133808
14,Unweighted cosine,False,1,1,0.30192006
14,Orthogonal,False,0.01,1,0.3258015
14,Orthogonal,False,1,1,0.35612863
15,Single task,False,1,0,0.3001546
15,Multitask,False,1,300,0.62524194
15,Projection,False,0.01,300,0.30541083
15,Projection,False,1,300,0.5646283
15,Weighted cosine,False,0.01,300,0.3156618
15,Weighted cosine,False,1,300,0.29968467
15,Unweighted cosine,False,0.01,300,0.29830337
15,Unweighted cosine,False,1,300,0.32439283
15,Orthogonal,False,0.01,300,0.33210427
15,Orthogonal,False,1,300,0.58047366
15,Multitask,False,1,100,0.45394817
15,Projection,False,0.01,100,0.2908092
15,Projection,False,1,100,0.37159434
15,Weighted cosine,False,0.01,100,0.30294767
15,Weighted cosine,False,1,100,0.3058862
15,Unweighted cosine,False,0.01,100,0.2992351
15,Unweighted cosine,False,1,100,0.31293622
15,Orthogonal,False,0.01,100,0.29459858
15,Orthogonal,False,1,100,0.3803008
15,Multitask,False,1,30,0.30381992
15,Projection,False,0.01,30,0.30976513
15,Projection,False,1,30,0.3215166
15,Weighted cosine,False,0.01,30,0.30347413
15,Weighted cosine,False,1,30,0.31225792
15,Unweighted cosine,False,0.01,30,0.29975927
15,Unweighted cosine,False,1,30,0.31128478
15,Orthogonal,False,0.01,30,0.30145386
15,Orthogonal,False,1,30,0.30569723
15,Multitask,False,1,10,0.3262294
15,Projection,False,0.01,10,0.3051151
15,Projection,False,1,10,0.30172944
15,Weighted cosine,False,0.01,10,0.30172384
15,Weighted cosine,False,1,10,0.3027253
15,Unweighted cosine,False,0.01,10,0.3595567
15,Unweighted cosine,False,1,10,0.33711267
15,Orthogonal,False,0.01,10,0.29513818
15,Orthogonal,False,1,10,0.30348438
15,Multitask,False,1,3,0.30048844
15,Projection,False,0.01,3,0.3459548
15,Projection,False,1,3,0.30492318
15,Weighted cosine,False,0.01,3,0.30502138
15,Weighted cosine,False,1,3,0.2922111
15,Unweighted cosine,False,0.01,3,0.30026093
15,Unweighted cosine,False,1,3,0.30882904
15,Orthogonal,False,0.01,3,0.3073216
15,Orthogonal,False,1,3,0.29579833
15,Multitask,False,1,1,0.31304345
15,Projection,False,0.01,1,0.29321173
15,Projection,False,1,1,0.29926553
15,Weighted cosine,False,0.01,1,0.33455718
15,Weighted cosine,False,1,1,0.2946467
15,Unweighted cosine,False,0.01,1,0.30180258
15,Unweighted cosine,False,1,1,0.29640487
15,Orthogonal,False,0.01,1,0.31589
15,Orthogonal,False,1,1,0.30651703
16,Single task,False,1,0,0.36218813
16,Multitask,False,1,300,0.6304184
16,Projection,False,0.01,300,0.32980832
16,Projection,False,1,300,0.55658907
16,Weighted cosine,False,0.01,300,0.29672104
16,Weighted cosine,False,1,300,0.3056717
16,Unweighted cosine,False,0.01,300,0.30123913
16,Unweighted cosine,False,1,300,0.33385617
16,Orthogonal,False,0.01,300,0.3020338
16,Orthogonal,False,1,300,0.5868735
16,Multitask,False,1,100,0.4505014
16,Projection,False,0.01,100,0.29190046
16,Projection,False,1,100,0.36879554
16,Weighted cosine,False,0.01,100,0.30638143
16,Weighted cosine,False,1,100,0.31851867
16,Unweighted cosine,False,0.01,100,0.31046137
16,Unweighted cosine,False,1,100,0.3026026
16,Orthogonal,False,0.01,100,0.31895068
16,Orthogonal,False,1,100,0.37640837
16,Multitask,False,1,30,0.31044233
16,Projection,False,0.01,30,0.31113926
16,Projection,False,1,30,0.31371868
16,Weighted cosine,False,0.01,30,0.31020528
16,Weighted cosine,False,1,30,0.3111566
16,Unweighted cosine,False,0.01,30,0.31704947
16,Unweighted cosine,False,1,30,0.3000603
16,Orthogonal,False,0.01,30,0.3117095
16,Orthogonal,False,1,30,0.31433725
16,Multitask,False,1,10,0.3453603
16,Projection,False,0.01,10,0.29976702
16,Projection,False,1,10,0.2965613
16,Weighted cosine,False,0.01,10,0.32034338
16,Weighted cosine,False,1,10,0.30014542
16,Unweighted cosine,False,0.01,10,0.3029727
16,Unweighted cosine,False,1,10,0.29636475
16,Orthogonal,False,0.01,10,0.33074698
16,Orthogonal,False,1,10,0.3036761
16,Multitask,False,1,3,0.30436864
16,Projection,False,0.01,3,0.30281353
16,Projection,False,1,3,0.33625343
16,Weighted cosine,False,0.01,3,0.29284826
16,Weighted cosine,False,1,3,0.2978929
16,Unweighted cosine,False,0.01,3,0.29987696
16,Unweighted cosine,False,1,3,0.2956622
16,Orthogonal,False,0.01,3,0.32459655
16,Orthogonal,False,1,3,0.2992977
16,Multitask,False,1,1,0.29749632
16,Projection,False,0.01,1,0.31450716
16,Projection,False,1,1,0.29554796
16,Weighted cosine,False,0.01,1,0.3039639
16,Weighted cosine,False,1,1,0.30024862
16,Unweighted cosine,False,0.01,1,0.33293486
16,Unweighted cosine,False,1,1,0.29599446
16,Orthogonal,False,0.01,1,0.29909638
16,Orthogonal,False,1,1,0.32912233
17,Single task,False,1,0,0.29076743
17,Multitask,False,1,300,0.65540093
17,Projection,False,0.01,300,0.3096716
17,Projection,False,1,300,0.585849
17,Weighted cosine,False,0.01,300,0.30265683
17,Weighted cosine,False,1,300,0.30354294
17,Unweighted cosine,False,0.01,300,0.3049055
17,Unweighted cosine,False,1,300,0.30967662
17,Orthogonal,False,0.01,300,0.34893966
17,Orthogonal,False,1,300,0.57522196
17,Multitask,False,1,100,0.44706872
17,Projection,False,0.01,100,0.29077542
17,Projection,False,1,100,0.36754254
17,Weighted cosine,False,0.01,100,0.3087039
17,Weighted cosine,False,1,100,0.33044752
17,Unweighted cosine,False,0.01,100,0.32088536
17,Unweighted cosine,False,1,100,0.32966
17,Orthogonal,False,0.01,100,0.29576507
17,Orthogonal,False,1,100,0.36366484
17,Multitask,False,1,30,0.30243143
17,Projection,False,0.01,30,0.30504557
17,Projection,False,1,30,0.31738177
17,Weighted cosine,False,0.01,30,0.3369969
17,Weighted cosine,False,1,30,0.2995302
17,Unweighted cosine,False,0.01,30,0.30582565
17,Unweighted cosine,False,1,30,0.35475665
17,Orthogonal,False,0.01,30,0.3140982
17,Orthogonal,False,1,30,0.30889958
17,Multitask,False,1,10,0.32655573
17,Projection,False,0.01,10,0.30399507
17,Projection,False,1,10,0.31015447
17,Weighted cosine,False,0.01,10,0.29493493
17,Weighted cosine,False,1,10,0.29583183
17,Unweighted cosine,False,0.01,10,0.29530573
17,Unweighted cosine,False,1,10,0.296581
17,Orthogonal,False,0.01,10,0.3036925
17,Orthogonal,False,1,10,0.3147194
17,Multitask,False,1,3,0.3020238
17,Projection,False,0.01,3,0.30061796
17,Projection,False,1,3,0.30443335
17,Weighted cosine,False,0.01,3,0.31671727
17,Weighted cosine,False,1,3,0.3001798
17,Unweighted cosine,False,0.01,3,0.30452684
17,Unweighted cosine,False,1,3,0.29465175
17,Orthogonal,False,0.01,3,0.29515636
17,Orthogonal,False,1,3,0.37357798
17,Multitask,False,1,1,0.32411996
17,Projection,False,0.01,1,0.32136276
17,Projection,False,1,1,0.2978808
17,Weighted cosine,False,0.01,1,0.30305105
17,Weighted cosine,False,1,1,0.29690313
17,Unweighted cosine,False,0.01,1,0.30333483
17,Unweighted cosine,False,1,1,0.30964112
17,Orthogonal,False,0.01,1,0.3037048
17,Orthogonal,False,1,1,0.3044004
18,Single task,False,1,0,0.30738148
18,Multitask,False,1,300,0.6590522
18,Projection,False,0.01,300,0.3319817
18,Projection,False,1,300,0.5597088
18,Weighted cosine,False,0.01,300,0.31058517
18,Weighted cosine,False,1,300,0.2997694
18,Unweighted cosine,False,0.01,300,0.34132382
18,Unweighted cosine,False,1,300,0.33563757
18,Orthogonal,False,0.01,300,0.30249706
18,Orthogonal,False,1,300,0.56205523
18,Multitask,False,1,100,0.44660357
18,Projection,False,0.01,100,0.29806957
18,Projection,False,1,100,0.3734767
18,Weighted cosine,False,0.01,100,0.29319337
18,Weighted cosine,False,1,100,0.29515743
18,Unweighted cosine,False,0.01,100,0.3216426
18,Unweighted cosine,False,1,100,0.29508042
18,Orthogonal,False,0.01,100,0.29489776
18,Orthogonal,False,1,100,0.37376752
18,Multitask,False,1,30,0.31141683
18,Projection,False,0.01,30,0.31428847
18,Projection,False,1,30,0.31554925
18,Weighted cosine,False,0.01,30,0.30346948
18,Weighted cosine,False,1,30,0.31580016
18,Unweighted cosine,False,0.01,30,0.2985557
18,Unweighted cosine,False,1,30,0.3028729
18,Orthogonal,False,0.01,30,0.30677804
18,Orthogonal,False,1,30,0.31486082
18,Multitask,False,1,10,0.31242612
18,Projection,False,0.01,10,0.29566684
18,Projection,False,1,10,0.29904208
18,Weighted cosine,False,0.01,10,0.3184566
18,Weighted cosine,False,1,10,0.2961898
18,Unweighted cosine,False,0.01,10,0.33267024
18,Unweighted cosine,False,1,10,0.3119981
18,Orthogonal,False,0.01,10,0.3143695
18,Orthogonal,False,1,10,0.29570746
18,Multitask,False,1,3,0.29759863
18,Projection,False,0.01,3,0.3033086
18,Projection,False,1,3,0.32439372
18,Weighted cosine,False,0.01,3,0.2965171
18,Weighted cosine,False,1,3,0.35092264
18,Unweighted cosine,False,0.01,3,0.31196663
18,Unweighted cosine,False,1,3,0.29563457
18,Orthogonal,False,0.01,3,0.35688147
18,Orthogonal,False,1,3,0.3517707
18,Multitask,False,1,1,0.3033693
18,Projection,False,0.01,1,0.3147374
18,Projection,False,1,1,0.30138996
18,Weighted cosine,False,0.01,1,0.30072847
18,Weighted cosine,False,1,1,0.304615
18,Unweighted cosine,False,0.01,1,0.34264234
18,Unweighted cosine,False,1,1,0.29193884
18,Orthogonal,False,0.01,1,0.35288778
18,Orthogonal,False,1,1,0.36425647
19,Single task,False,1,0,0.3189573
19,Multitask,False,1,300,0.6401088
19,Projection,False,0.01,300,0.32492465
19,Projection,False,1,300,0.5758251
19,Weighted cosine,False,0.01,300,0.3264637
19,Weighted cosine,False,1,300,0.28892544
19,Unweighted cosine,False,0.01,300,0.30196255
19,Unweighted cosine,False,1,300,0.293535
19,Orthogonal,False,0.01,300,0.30671
19,Orthogonal,False,1,300,0.56232876
19,Multitask,False,1,100,0.45178378
19,Projection,False,0.01,100,0.29387292
19,Projection,False,1,100,0.37106836
19,Weighted cosine,False,0.01,100,0.3094061
19,Weighted cosine,False,1,100,0.29640272
19,Unweighted cosine,False,0.01,100,0.33148757
19,Unweighted cosine,False,1,100,0.30437985
19,Orthogonal,False,0.01,100,0.29488552
19,Orthogonal,False,1,100,0.3552715
19,Multitask,False,1,30,0.31197453
19,Projection,False,0.01,30,0.33183601
19,Projection,False,1,30,0.31119725
19,Weighted cosine,False,0.01,30,0.2986896
19,Weighted cosine,False,1,30,0.28810874
19,Unweighted cosine,False,0.01,30,0.3089332
19,Unweighted cosine,False,1,30,0.295815
19,Orthogonal,False,0.01,30,0.3132474
19,Orthogonal,False,1,30,0.31749538
19,Multitask,False,1,10,0.33352265
19,Projection,False,0.01,10,0.3280032
19,Projection,False,1,10,0.2959841
19,Weighted cosine,False,0.01,10,0.29673713
19,Weighted cosine,False,1,10,0.30814585
19,Unweighted cosine,False,0.01,10,0.30376634
19,Unweighted cosine,False,1,10,0.3406654
19,Orthogonal,False,0.01,10,0.3099764
19,Orthogonal,False,1,10,0.29791164
19,Multitask,False,1,3,0.3076814
19,Projection,False,0.01,3,0.31923142
19,Projection,False,1,3,0.32620838
19,Weighted cosine,False,0.01,3,0.29814222
19,Weighted cosine,False,1,3,0.31210563
19,Unweighted cosine,False,0.01,3,0.35217094
19,Unweighted cosine,False,1,3,0.2985762
19,Orthogonal,False,0.01,3,0.33571485
19,Orthogonal,False,1,3,0.3006154
19,Multitask,False,1,1,0.29220578
19,Projection,False,0.01,1,0.3021741
19,Projection,False,1,1,0.30756086
19,Weighted cosine,False,0.01,1,0.29514277
19,Weighted cosine,False,1,1,0.29800284
19,Unweighted cosine,False,0.01,1,0.3126942
19,Unweighted cosine,False,1,1,0.296839
19,Orthogonal,False,0.01,1,0.33571544
19,Orthogonal,False,1,1,0.2987087
20,Single task,False,1,0,0.2998604
20,Multitask,False,1,300,0.6461635
20,Projection,False,0.01,300,0.30613866
20,Projection,False,1,300,0.57352376
20,Weighted cosine,False,0.01,300,0.30753392
20,Weighted cosine,False,1,300,0.32368785
20,Unweighted cosine,False,0.01,300,0.36096078
20,Unweighted cosine,False,1,300,0.32843173
20,Orthogonal,False,0.01,300,0.3489007
20,Orthogonal,False,1,300,0.5695559
20,Multitask,False,1,100,0.45214227
20,Projection,False,0.01,100,0.2935685
20,Projection,False,1,100,0.33919522
20,Weighted cosine,False,0.01,100,0.29330802
20,Weighted cosine,False,1,100,0.29643944
20,Unweighted cosine,False,0.01,100,0.31716144
20,Unweighted cosine,False,1,100,0.29459107
20,Orthogonal,False,0.01,100,0.30919382
20,Orthogonal,False,1,100,0.3793065
20,Multitask,False,1,30,0.30425483
20,Projection,False,0.01,30,0.3059586
20,Projection,False,1,30,0.3179775
20,Weighted cosine,False,0.01,30,0.3163198
20,Weighted cosine,False,1,30,0.29508293
20,Unweighted cosine,False,0.01,30,0.30997175
20,Unweighted cosine,False,1,30,0.3090412
20,Orthogonal,False,0.01,30,0.30169323
20,Orthogonal,False,1,30,0.31736806
20,Multitask,False,1,10,0.31437573
20,Projection,False,0.01,10,0.30879012
20,Projection,False,1,10,0.3087706
20,Weighted cosine,False,0.01,10,0.3216595
20,Weighted cosine,False,1,10,0.29765975
20,Unweighted cosine,False,0.01,10,0.30254942
20,Unweighted cosine,False,1,10,0.29976135
20,Orthogonal,False,0.01,10,0.3166049
20,Orthogonal,False,1,10,0.29595688
20,Multitask,False,1,3,0.30174962
20,Projection,False,0.01,3,0.30408636
20,Projection,False,1,3,0.29701287
20,Weighted cosine,False,0.01,3,0.35738719
20,Weighted cosine,False,1,3,0.29585025
20,Unweighted cosine,False,0.01,3,0.37123743
20,Unweighted cosine,False,1,3,0.3230685
20,Orthogonal,False,0.01,3,0.31224224
20,Orthogonal,False,1,3,0.3096861
20,Multitask,False,1,1,0.3182573
20,Projection,False,0.01,1,0.29767844
20,Projection,False,1,1,0.30153552
20,Weighted cosine,False,0.01,1,0.31812957
20,Weighted cosine,False,1,1,0.3108595
20,Unweighted cosine,False,0.01,1,0.2933783
20,Unweighted cosine,False,1,1,0.28904945
20,Orthogonal,False,0.01,1,0.3042141
20,Orthogonal,False,1,1,0.31593183
21,Single task,False,1,0,0.34569168
21,Multitask,False,1,300,0.63888013
21,Projection,False,0.01,300,0.30203116
21,Projection,False,1,300,0.60004705
21,Weighted cosine,False,0.01,300,0.32116762
21,Weighted cosine,False,1,300,0.29886055
21,Unweighted cosine,False,0.01,300,0.31310222
21,Unweighted cosine,False,1,300,0.32037503
21,Orthogonal,False,0.01,300,0.31917048
21,Orthogonal,False,1,300,0.5743617
21,Multitask,False,1,100,0.4487986
21,Projection,False,0.01,100,0.29228896
21,Projection,False,1,100,0.36997473
21,Weighted cosine,False,0.01,100,0.29629624
21,Weighted cosine,False,1,100,0.32442594
21,Unweighted cosine,False,0.01,100,0.30349043
21,Unweighted cosine,False,1,100,0.31555167
21,Orthogonal,False,0.01,100,0.31349388
21,Orthogonal,False,1,100,0.35737437
21,Multitask,False,1,30,0.31189102
21,Projection,False,0.01,30,0.3006457
21,Projection,False,1,30,0.32170996
21,Weighted cosine,False,0.01,30,0.30725053
21,Weighted cosine,False,1,30,0.28918356
21,Unweighted cosine,False,0.01,30,0.31297892
21,Unweighted cosine,False,1,30,0.3462696
21,Orthogonal,False,0.01,30,0.31382295
21,Orthogonal,False,1,30,0.3178429
21,Multitask,False,1,10,0.3048266
21,Projection,False,0.01,10,0.3080799
21,Projection,False,1,10,0.2948982
21,Weighted cosine,False,0.01,10,0.35439917
21,Weighted cosine,False,1,10,0.30391696
21,Unweighted cosine,False,0.01,10,0.2983711
21,Unweighted cosine,False,1,10,0.2997045
21,Orthogonal,False,0.01,10,0.3055851
21,Orthogonal,False,1,10,0.30556265
21,Multitask,False,1,3,0.338966
21,Projection,False,0.01,3,0.30345574
21,Projection,False,1,3,0.39665282
21,Weighted cosine,False,0.01,3,0.321251
21,Weighted cosine,False,1,3,0.31737158
21,Unweighted cosine,False,0.01,3,0.30644464
21,Unweighted cosine,False,1,3,0.35605228
21,Orthogonal,False,0.01,3,0.29898903
21,Orthogonal,False,1,3,0.33997336
21,Multitask,False,1,1,0.29313138
21,Projection,False,0.01,1,0.35840544
21,Projection,False,1,1,0.30118918
21,Weighted cosine,False,0.01,1,0.31628492
21,Weighted cosine,False,1,1,0.30056092
21,Unweighted cosine,False,0.01,1,0.3037052
21,Unweighted cosine,False,1,1,0.35535175
21,Orthogonal,False,0.01,1,0.29962465
21,Orthogonal,False,1,1,0.3180132
22,Single task,False,1,0,0.31991962
22,Multitask,False,1,300,0.64785796
22,Projection,False,0.01,300,0.3459094
22,Projection,False,1,300,0.5554807
22,Weighted cosine,False,0.01,300,0.29156053
22,Weighted cosine,False,1,300,0.30758396
22,Unweighted cosine,False,0.01,300,0.29970005
22,Unweighted cosine,False,1,300,0.314151
22,Orthogonal,False,0.01,300,0.30731255
22,Orthogonal,False,1,300,0.5784564
22,Multitask,False,1,100,0.4498939
22,Projection,False,0.01,100,0.29682246
22,Projection,False,1,100,0.35990945
22,Weighted cosine,False,0.01,100,0.3033884
22,Weighted cosine,False,1,100,0.31529105
22,Unweighted cosine,False,0.01,100,0.32234964
22,Unweighted cosine,False,1,100,0.29932442
22,Orthogonal,False,0.01,100,0.30693063
22,Orthogonal,False,1,100,0.3668816
22,Multitask,False,1,30,0.3092485
22,Projection,False,0.01,30,0.3173123
22,Projection,False,1,30,0.3060928
22,Weighted cosine,False,0.01,30,0.2997474
22,Weighted cosine,False,1,30,0.30132297
22,Unweighted cosine,False,0.01,30,0.30032125
22,Unweighted cosine,False,1,30,0.29679325
22,Orthogonal,False,0.01,30,0.31327313
22,Orthogonal,False,1,30,0.30994666
22,Multitask,False,1,10,0.29815653
22,Projection,False,0.01,10,0.2994253
22,Projection,False,1,10,0.31142807
22,Weighted cosine,False,0.01,10,0.34645143
22,Weighted cosine,False,1,10,0.30399644
22,Unweighted cosine,False,0.01,10,0.35568348
22,Unweighted cosine,False,1,10,0.29242238
22,Orthogonal,False,0.01,10,0.35711956
22,Orthogonal,False,1,10,0.31055173
22,Multitask,False,1,3,0.31497926
22,Projection,False,0.01,3,0.33215874
22,Projection,False,1,3,0.3514179
22,Weighted cosine,False,0.01,3,0.3028446
22,Weighted cosine,False,1,3,0.30893415
22,Unweighted cosine,False,0.01,3,0.32234204
22,Unweighted cosine,False,1,3,0.29970956
22,Orthogonal,False,0.01,3,0.306337
22,Orthogonal,False,1,3,0.2989298
22,Multitask,False,1,1,0.29980612
22,Projection,False,0.01,1,0.3259247
22,Projection,False,1,1,0.3051472
22,Weighted cosine,False,0.01,1,0.3258857
22,Weighted cosine,False,1,1,0.30006993
22,Unweighted cosine,False,0.01,1,0.30258322
22,Unweighted cosine,False,1,1,0.29831746
22,Orthogonal,False,0.01,1,0.2972848
22,Orthogonal,False,1,1,0.3027375
23,Single task,False,1,0,0.29995954
23,Multitask,False,1,300,0.65184754
23,Projection,False,0.01,300,0.33076897
23,Projection,False,1,300,0.5663594
23,Weighted cosine,False,0.01,300,0.29337114
23,Weighted cosine,False,1,300,0.32489964
23,Unweighted cosine,False,0.01,300,0.30442578
23,Unweighted cosine,False,1,300,0.30727446
23,Orthogonal,False,0.01,300,0.30334887
23,Orthogonal,False,1,300,0.5879119
23,Multitask,False,1,100,0.44501093
23,Projection,False,0.01,100,0.29723558
23,Projection,False,1,100,0.3751403
23,Weighted cosine,False,0.01,100,0.29648596
23,Weighted cosine,False,1,100,0.31715763
23,Unweighted cosine,False,0.01,100,0.29717487
23,Unweighted cosine,False,1,100,0.31127825
23,Orthogonal,False,0.01,100,0.29651397
23,Orthogonal,False,1,100,0.36610985
23,Multitask,False,1,30,0.30835542
23,Projection,False,0.01,30,0.3028342
23,Projection,False,1,30,0.32383522
23,Weighted cosine,False,0.01,30,0.3269423
23,Weighted cosine,False,1,30,0.31798112
23,Unweighted cosine,False,0.01,30,0.30397314
23,Unweighted cosine,False,1,30,0.3099224
23,Orthogonal,False,0.01,30,0.31552142
23,Orthogonal,False,1,30,0.3091907
23,Multitask,False,1,10,0.31142706
