lam,alpha,mode,run,accuracy
0.01,0.01,Projection,17,0.8546875
0.01,0.01,Unweighted,17,0.8515625
0.01,0.01,Weighted,17,0.85390625
0.01,1.0,Multitask,17,0.853125
0.01,1.0,Orthogonal,17,0.853125
0.01,1.0,Projection,17,0.853125
0.01,1.0,Unweighted,17,0.853125
0.01,1.0,Weighted,17,0.85390625
0.03,0.01,Orthogonal,17,0.8546875
0.03,0.01,Projection,17,0.8546875
0.03,0.01,Unweighted,17,0.8546875
0.03,0.01,Weighted,17,0.853125
0.03,1.0,Multitask,17,0.8515625
0.03,1.0,Orthogonal,17,0.85078125
0.03,1.0,Projection,17,0.8515625
0.03,1.0,Unweighted,17,0.85390625
0.03,1.0,Weighted,17,0.85234375
0.0,1.0,Single task,17,0.85390625
0.1,0.01,Orthogonal,17,0.8546875
0.1,0.01,Projection,17,0.8515625
0.1,0.01,Unweighted,17,0.85234375
0.1,0.01,Weighted,17,0.85390625
0.1,1.0,Multitask,17,0.86015625
0.1,1.0,Orthogonal,17,0.859375
0.1,1.0,Projection,17,0.8609375
0.1,1.0,Unweighted,17,0.8578125
0.1,1.0,Weighted,17,0.85234375
0.3,0.01,Orthogonal,17,0.8640625
0.3,0.01,Projection,17,0.86640625
0.3,0.01,Unweighted,17,0.85390625
0.3,0.01,Weighted,17,0.853125
0.3,1.0,Multitask,17,0.865625
0.3,1.0,Orthogonal,17,0.8609375
0.3,1.0,Projection,17,0.86328125
0.3,1.0,Unweighted,17,0.8609375
0.3,1.0,Weighted,17,0.8578125
1.0,0.01,Orthogonal,17,0.86640625
1.0,0.01,Projection,17,0.86796875
1.0,0.01,Unweighted,17,0.85625
1.0,0.01,Weighted,17,0.85859375
1.0,1.0,Multitask,17,0.86484375
1.0,1.0,Orthogonal,17,0.85859375
1.0,1.0,Projection,17,0.86484375
1.0,1.0,Unweighted,17,0.86328125
1.0,1.0,Weighted,17,0.8625
10.0,0.01,Orthogonal,17,0.85546875
10.0,0.01,Projection,17,0.8578125
10.0,0.01,Unweighted,17,0.87265625
10.0,0.01,Weighted,17,0.8546875
10.0,1.0,Multitask,17,0.84609375
10.0,1.0,Orthogonal,17,0.8546875
10.0,1.0,Projection,17,0.834375
10.0,1.0,Unweighted,17,0.84765625
10.0,1.0,Weighted,17,0.86484375
100.0,0.01,Orthogonal,17,0.83671875
100.0,0.01,Projection,17,0.84921875
100.0,0.01,Unweighted,17,0.8703125
100.0,0.01,Weighted,17,0.85859375
100.0,1.0,Multitask,17,0.8375
100.0,1.0,Orthogonal,17,0.53828125
100.0,1.0,Projection,17,0.84375
100.0,1.0,Unweighted,17,0.82109375
100.0,1.0,Weighted,17,0.83828125
3.0,0.01,Orthogonal,17,0.8671875
3.0,0.01,Projection,17,0.8640625
3.0,0.01,Unweighted,17,0.859375
3.0,0.01,Weighted,17,0.85703125
3.0,1.0,Multitask,17,0.85546875
3.0,1.0,Orthogonal,17,0.85
3.0,1.0,Projection,17,0.8578125
3.0,1.0,Unweighted,17,0.8609375
3.0,1.0,Weighted,17,0.86875
30.0,0.01,Orthogonal,17,0.8265625
30.0,0.01,Projection,17,0.846875
30.0,0.01,Unweighted,17,0.86328125
30.0,0.01,Weighted,17,0.84609375
30.0,1.0,Multitask,17,0.8390625
30.0,1.0,Orthogonal,17,0.81875
30.0,1.0,Projection,17,0.84609375
30.0,1.0,Unweighted,17,0.8359375
30.0,1.0,Weighted,17,0.840625
0.01,0.01,Orthogonal,18,0.85390625
0.01,0.01,Projection,18,0.85234375
0.01,0.01,Unweighted,18,0.85625
0.01,0.01,Weighted,18,0.85234375
0.01,1.0,Multitask,18,0.8546875
0.01,1.0,Orthogonal,18,0.8546875
0.01,1.0,Projection,18,0.8546875
0.01,1.0,Unweighted,18,0.8546875
0.01,1.0,Weighted,18,0.85234375
0.03,0.01,Orthogonal,18,0.8578125
0.03,0.01,Projection,18,0.85625
0.03,0.01,Unweighted,18,0.85625
0.03,0.01,Weighted,18,0.85703125
0.03,1.0,Multitask,18,0.85703125
0.03,1.0,Orthogonal,18,0.85546875
0.03,1.0,Projection,18,0.85703125
0.03,1.0,Unweighted,18,0.8546875
0.03,1.0,Weighted,18,0.853125
0.0,1.0,Single task,18,0.853125
0.1,0.01,Orthogonal,18,0.8578125
0.1,0.01,Projection,18,0.85625
0.1,0.01,Unweighted,18,0.86171875
0.1,0.01,Weighted,18,0.85625
0.1,1.0,Multitask,18,0.85546875
0.1,1.0,Orthogonal,18,0.8578125
0.1,1.0,Projection,18,0.8578125
0.1,1.0,Unweighted,18,0.86171875
0.1,1.0,Weighted,18,0.85546875
0.3,0.01,Orthogonal,18,0.86484375
0.3,0.01,Projection,18,0.86328125
0.3,0.01,Unweighted,18,0.8609375
0.3,0.01,Weighted,18,0.86328125
0.3,1.0,Multitask,18,0.87109375
0.3,1.0,Orthogonal,18,0.86875
0.3,1.0,Projection,18,0.8703125
0.3,1.0,Unweighted,18,0.86953125
0.3,1.0,Weighted,18,0.86328125
1.0,0.01,Orthogonal,18,0.871875
1.0,0.01,Projection,18,0.871875
1.0,0.01,Unweighted,18,0.85390625
1.0,0.01,Weighted,18,0.8546875
1.0,1.0,Multitask,18,0.8671875
1.0,1.0,Orthogonal,18,0.865625
1.0,1.0,Projection,18,0.86640625
1.0,1.0,Unweighted,18,0.86953125
1.0,1.0,Weighted,18,0.8640625
10.0,0.01,Orthogonal,18,0.8625
10.0,0.01,Projection,18,0.87109375
10.0,0.01,Unweighted,18,0.8671875
10.0,0.01,Weighted,18,0.86640625
10.0,1.0,Multitask,18,0.85859375
10.0,1.0,Orthogonal,18,0.8640625
10.0,1.0,Projection,18,0.85
10.0,1.0,Unweighted,18,0.85546875
10.0,1.0,Weighted,18,0.86953125
100.0,0.01,Orthogonal,18,0.803125
100.0,0.01,Projection,18,0.85703125
100.0,0.01,Unweighted,18,0.86015625
100.0,0.01,Weighted,18,0.865625
100.0,1.0,Multitask,18,0.83828125
100.0,1.0,Orthogonal,18,0.55078125
100.0,1.0,Projection,18,0.8421875
100.0,1.0,Unweighted,18,0.828125
100.0,1.0,Weighted,18,0.8515625
3.0,0.01,Orthogonal,18,0.871875
3.0,0.01,Projection,18,0.86171875
3.0,0.01,Unweighted,18,0.86640625
3.0,0.01,Weighted,18,0.85859375
3.0,1.0,Multitask,18,0.8625
3.0,1.0,Orthogonal,18,0.8640625
3.0,1.0,Projection,18,0.865625
3.0,1.0,Unweighted,18,0.8625
3.0,1.0,Weighted,18,0.87890625
30.0,0.01,Orthogonal,18,0.85078125
30.0,0.01,Projection,18,0.85546875
30.0,0.01,Unweighted,18,0.8625
30.0,0.01,Weighted,18,0.86328125
30.0,1.0,Multitask,18,0.85234375
30.0,1.0,Orthogonal,18,0.81796875
30.0,1.0,Projection,18,0.84609375
30.0,1.0,Unweighted,18,0.84921875
30.0,1.0,Weighted,18,0.865625
0.01,0.01,Orthogonal,19,0.85625
0.01,0.01,Projection,19,0.85625
0.01,0.01,Unweighted,19,0.85859375
0.01,0.01,Weighted,19,0.86015625
0.01,1.0,Multitask,19,0.85625
0.01,1.0,Orthogonal,19,0.8578125
0.01,1.0,Projection,19,0.85703125
0.01,1.0,Unweighted,19,0.85859375
0.01,1.0,Weighted,19,0.859375
0.03,0.01,Orthogonal,19,0.8609375
0.03,0.01,Projection,19,0.86171875
0.03,0.01,Unweighted,19,0.86015625
0.03,0.01,Weighted,19,0.85703125
0.03,1.0,Multitask,19,0.86015625
0.03,1.0,Orthogonal,19,0.8609375
0.03,1.0,Projection,19,0.859375
0.03,1.0,Unweighted,19,0.8609375
0.03,1.0,Weighted,19,0.85703125
0.0,1.0,Single task,19,0.8578125
0.1,0.01,Orthogonal,19,0.8609375
0.1,0.01,Projection,19,0.86015625
0.1,0.01,Unweighted,19,0.85859375
0.1,0.01,Weighted,19,0.85625
0.1,1.0,Multitask,19,0.8640625
0.1,1.0,Orthogonal,19,0.8640625
0.1,1.0,Projection,19,0.8640625
0.1,1.0,Unweighted,19,0.8625
0.1,1.0,Weighted,19,0.86328125
0.3,0.01,Orthogonal,19,0.8640625
0.3,0.01,Projection,19,0.8671875
0.3,0.01,Unweighted,19,0.859375
0.3,0.01,Weighted,19,0.85390625
0.3,1.0,Multitask,19,0.86328125
0.3,1.0,Orthogonal,19,0.86171875
0.3,1.0,Projection,19,0.8640625
0.3,1.0,Unweighted,19,0.86640625
0.3,1.0,Weighted,19,0.8609375
1.0,0.01,Orthogonal,19,0.8796875
1.0,0.01,Projection,19,0.86875
1.0,0.01,Unweighted,19,0.85703125
1.0,0.01,Weighted,19,0.865625
1.0,1.0,Multitask,19,0.86328125
1.0,1.0,Orthogonal,19,0.87421875
1.0,1.0,Projection,19,0.86875
1.0,1.0,Unweighted,19,0.86484375
1.0,1.0,Weighted,19,0.865625
10.0,0.01,Orthogonal,19,0.859375
10.0,0.01,Projection,19,0.8609375
10.0,0.01,Unweighted,19,0.871875
10.0,0.01,Weighted,19,0.85390625
10.0,1.0,Multitask,19,0.84609375
10.0,1.0,Orthogonal,19,0.853125
10.0,1.0,Projection,19,0.85234375
10.0,1.0,Unweighted,19,0.84765625
10.0,1.0,Weighted,19,0.86640625
100.0,0.01,Orthogonal,19,0.8328125
100.0,0.01,Projection,19,0.85078125
100.0,0.01,Unweighted,19,0.8703125
100.0,0.01,Weighted,19,0.86796875
100.0,1.0,Multitask,19,0.8375
100.0,1.0,Orthogonal,19,0.5234375
100.0,1.0,Projection,19,0.840625
100.0,1.0,Unweighted,19,0.82265625
100.0,1.0,Weighted,19,0.8421875
3.0,0.01,Orthogonal,19,0.875
3.0,0.01,Projection,19,0.88203125
3.0,0.01,Unweighted,19,0.85859375
3.0,0.01,Weighted,19,0.8609375
3.0,1.0,Multitask,19,0.8609375
3.0,1.0,Orthogonal,19,0.8546875
3.0,1.0,Projection,19,0.8546875
3.0,1.0,Unweighted,19,0.85234375
3.0,1.0,Weighted,19,0.8796875
30.0,0.01,Orthogonal,19,0.8421875
30.0,0.01,Projection,19,0.85546875
30.0,0.01,Unweighted,19,0.86328125
30.0,0.01,Weighted,19,0.86640625
30.0,1.0,Multitask,19,0.8484375
30.0,1.0,Orthogonal,19,0.83125
30.0,1.0,Projection,19,0.828125
30.0,1.0,Unweighted,19,0.83671875
30.0,1.0,Weighted,19,0.86015625
0.01,0.01,Orthogonal,1,0.86015625
0.01,0.01,Projection,1,0.8546875
0.01,0.01,Unweighted,1,0.85625
0.01,0.01,Weighted,1,0.85625
0.01,1.0,Multitask,1,0.8546875
0.01,1.0,Orthogonal,1,0.8546875
0.01,1.0,Projection,1,0.8546875
0.01,1.0,Unweighted,1,0.85390625
0.01,1.0,Weighted,1,0.85546875
0.03,0.01,Orthogonal,1,0.86171875
0.03,0.01,Projection,1,0.85859375
0.03,0.01,Unweighted,1,0.853125
0.03,0.01,Weighted,1,0.85546875
0.03,1.0,Multitask,1,0.86015625
0.03,1.0,Orthogonal,1,0.85703125
0.03,1.0,Projection,1,0.859375
0.03,1.0,Unweighted,1,0.85546875
0.03,1.0,Weighted,1,0.85390625
0.0,1.0,Single task,1,0.853125
0.1,0.01,Orthogonal,1,0.8578125
0.1,0.01,Projection,1,0.85625
0.1,0.01,Unweighted,1,0.8578125
0.1,0.01,Weighted,1,0.85859375
0.1,1.0,Multitask,1,0.86171875
0.1,1.0,Orthogonal,1,0.8609375
0.1,1.0,Projection,1,0.86171875
0.1,1.0,Unweighted,1,0.85625
0.1,1.0,Weighted,1,0.86328125
0.3,0.01,Orthogonal,1,0.85703125
0.3,0.01,Projection,1,0.86328125
0.3,0.01,Unweighted,1,0.8546875
0.3,0.01,Weighted,1,0.85625
0.3,1.0,Multitask,1,0.85859375
0.3,1.0,Orthogonal,1,0.86015625
0.3,1.0,Projection,1,0.85625
0.3,1.0,Unweighted,1,0.865625
0.3,1.0,Weighted,1,0.85234375
1.0,0.01,Orthogonal,1,0.86015625
1.0,0.01,Projection,1,0.85625
1.0,0.01,Unweighted,1,0.85
1.0,0.01,Weighted,1,0.8609375
1.0,1.0,Multitask,1,0.859375
1.0,1.0,Orthogonal,1,0.86640625
1.0,1.0,Projection,1,0.85859375
1.0,1.0,Unweighted,1,0.86953125
1.0,1.0,Weighted,1,0.86796875
10.0,0.01,Orthogonal,1,0.85546875
10.0,0.01,Projection,1,0.8625
10.0,0.01,Unweighted,1,0.859375
10.0,0.01,Weighted,1,0.85234375
10.0,1.0,Multitask,1,0.85390625
10.0,1.0,Orthogonal,1,0.85234375
10.0,1.0,Projection,1,0.8484375
10.0,1.0,Unweighted,1,0.853125
10.0,1.0,Weighted,1,0.86328125
100.0,0.01,Orthogonal,1,0.8421875
100.0,0.01,Projection,1,0.84921875
100.0,0.01,Unweighted,1,0.86640625
100.0,0.01,Weighted,1,0.8671875
100.0,1.0,Multitask,1,0.81953125
100.0,1.0,Orthogonal,1,0.5453125
100.0,1.0,Projection,1,0.83125
100.0,1.0,Unweighted,1,0.82421875
100.0,1.0,Weighted,1,0.84921875
3.0,0.01,Orthogonal,1,0.88046875
3.0,0.01,Projection,1,0.86796875
3.0,0.01,Unweighted,1,0.84453125
3.0,0.01,Weighted,1,0.86015625
3.0,1.0,Multitask,1,0.8625
3.0,1.0,Orthogonal,1,0.8625
3.0,1.0,Projection,1,0.86875
3.0,1.0,Unweighted,1,0.86171875
3.0,1.0,Weighted,1,0.8703125
30.0,0.01,Orthogonal,1,0.85703125
30.0,0.01,Projection,1,0.8625
30.0,0.01,Unweighted,1,0.86171875
30.0,0.01,Weighted,1,0.85390625
30.0,1.0,Multitask,1,0.84375
30.0,1.0,Orthogonal,1,0.82265625
30.0,1.0,Projection,1,0.8421875
30.0,1.0,Unweighted,1,0.8484375
30.0,1.0,Weighted,1,0.86875
0.01,0.01,Orthogonal,20,0.853125
0.01,0.01,Projection,20,0.85390625
0.01,0.01,Unweighted,20,0.85390625
0.01,0.01,Weighted,20,0.85078125
0.01,1.0,Multitask,20,0.85234375
0.01,1.0,Orthogonal,20,0.853125
0.01,1.0,Projection,20,0.85234375
0.01,1.0,Unweighted,20,0.8546875
0.01,1.0,Weighted,20,0.8515625
0.03,0.01,Orthogonal,20,0.85859375
0.03,0.01,Projection,20,0.86015625
0.03,0.01,Unweighted,20,0.85234375
0.03,0.01,Weighted,20,0.8515625
0.03,1.0,Multitask,20,0.85390625
0.03,1.0,Orthogonal,20,0.85390625
0.03,1.0,Projection,20,0.85390625
0.03,1.0,Unweighted,20,0.85625
0.03,1.0,Weighted,20,0.85234375
0.0,1.0,Single task,20,0.85078125
0.1,0.01,Orthogonal,20,0.8578125
0.1,0.01,Projection,20,0.8578125
0.1,0.01,Unweighted,20,0.85390625
0.1,0.01,Weighted,20,0.85546875
0.1,1.0,Multitask,20,0.86171875
0.1,1.0,Orthogonal,20,0.8640625
0.1,1.0,Projection,20,0.86171875
0.1,1.0,Unweighted,20,0.86875
0.1,1.0,Weighted,20,0.85625
0.3,0.01,Orthogonal,20,0.8640625
0.3,0.01,Projection,20,0.8640625
0.3,0.01,Unweighted,20,0.86328125
0.3,0.01,Weighted,20,0.85390625
0.3,1.0,Multitask,20,0.86328125
0.3,1.0,Orthogonal,20,0.86796875
0.3,1.0,Projection,20,0.865625
0.3,1.0,Unweighted,20,0.86640625
0.3,1.0,Weighted,20,0.86328125
1.0,0.01,Orthogonal,20,0.86796875
1.0,0.01,Projection,20,0.8734375
1.0,0.01,Unweighted,20,0.84921875
1.0,0.01,Weighted,20,0.8625
1.0,1.0,Multitask,20,0.865625
1.0,1.0,Orthogonal,20,0.8640625
1.0,1.0,Projection,20,0.86640625
1.0,1.0,Unweighted,20,0.86796875
1.0,1.0,Weighted,20,0.8671875
10.0,0.01,Orthogonal,20,0.85625
10.0,0.01,Projection,20,0.86484375
10.0,0.01,Unweighted,20,0.86015625
10.0,0.01,Weighted,20,0.84296875
10.0,1.0,Multitask,20,0.859375
10.0,1.0,Orthogonal,20,0.85625
10.0,1.0,Projection,20,0.8515625
10.0,1.0,Unweighted,20,0.85
10.0,1.0,Weighted,20,0.86875
100.0,0.01,Orthogonal,20,0.821875
100.0,0.01,Projection,20,0.85390625
100.0,0.01,Unweighted,20,0.8609375
100.0,0.01,Weighted,20,0.85859375
100.0,1.0,Multitask,20,0.83984375
100.0,1.0,Orthogonal,20,0.53984375
100.0,1.0,Projection,20,0.84453125
100.0,1.0,Unweighted,20,0.828125
100.0,1.0,Weighted,20,0.83984375
3.0,0.01,Orthogonal,20,0.86953125
3.0,0.01,Projection,20,0.8734375
3.0,0.01,Unweighted,20,0.84609375
3.0,0.01,Weighted,20,0.8578125
3.0,1.0,Multitask,20,0.86953125
3.0,1.0,Orthogonal,20,0.85625
3.0,1.0,Projection,20,0.875
3.0,1.0,Unweighted,20,0.85625
3.0,1.0,Weighted,20,0.87265625
30.0,0.01,Orthogonal,20,0.85234375
30.0,0.01,Projection,20,0.85390625
30.0,0.01,Unweighted,20,0.853125
30.0,0.01,Weighted,20,0.8515625
30.0,1.0,Multitask,20,0.85078125
30.0,1.0,Orthogonal,20,0.821875
30.0,1.0,Projection,20,0.84765625
30.0,1.0,Unweighted,20,0.82890625
30.0,1.0,Weighted,20,0.8578125
0.01,0.01,Orthogonal,21,0.85703125
0.01,0.01,Projection,21,0.85703125
0.01,0.01,Unweighted,21,0.859375
0.01,0.01,Weighted,21,0.8578125
0.01,1.0,Multitask,21,0.859375
0.01,1.0,Orthogonal,21,0.859375
0.01,1.0,Projection,21,0.859375
0.01,1.0,Unweighted,21,0.859375
0.01,1.0,Weighted,21,0.8578125
0.03,0.01,Orthogonal,21,0.85546875
0.03,0.01,Projection,21,0.85546875
0.03,0.01,Unweighted,21,0.8609375
0.03,0.01,Weighted,21,0.859375
0.03,1.0,Multitask,21,0.853125
0.03,1.0,Orthogonal,21,0.85234375
0.03,1.0,Projection,21,0.85234375
0.03,1.0,Unweighted,21,0.86015625
0.03,1.0,Weighted,21,0.85859375
0.0,1.0,Single task,21,0.85859375
0.1,0.01,Orthogonal,21,0.85859375
0.1,0.01,Projection,21,0.86015625
0.1,0.01,Unweighted,21,0.8578125
0.1,0.01,Weighted,21,0.85859375
0.1,1.0,Multitask,21,0.8625
0.1,1.0,Orthogonal,21,0.86015625
0.1,1.0,Projection,21,0.8609375
0.1,1.0,Unweighted,21,0.8609375
0.1,1.0,Weighted,21,0.8578125
0.3,0.01,Orthogonal,21,0.86328125
0.3,0.01,Projection,21,0.8609375
0.3,0.01,Unweighted,21,0.86640625
0.3,0.01,Weighted,21,0.8609375
0.3,1.0,Multitask,21,0.86328125
0.3,1.0,Orthogonal,21,0.87109375
0.3,1.0,Projection,21,0.8671875
0.3,1.0,Unweighted,21,0.8625
0.3,1.0,Weighted,21,0.8609375
1.0,0.01,Orthogonal,21,0.871875
1.0,0.01,Projection,21,0.86640625
1.0,0.01,Unweighted,21,0.85625
1.0,0.01,Weighted,21,0.8625
1.0,1.0,Multitask,21,0.86953125
1.0,1.0,Orthogonal,21,0.8625
1.0,1.0,Projection,21,0.8703125
1.0,1.0,Unweighted,21,0.87578125
1.0,1.0,Weighted,21,0.8734375
10.0,0.01,Orthogonal,21,0.8515625
10.0,0.01,Projection,21,0.86328125
10.0,0.01,Unweighted,21,0.86015625
10.0,0.01,Weighted,21,0.86171875
10.0,1.0,Multitask,21,0.85546875
10.0,1.0,Orthogonal,21,0.8578125
10.0,1.0,Projection,21,0.84921875
10.0,1.0,Unweighted,21,0.86015625
10.0,1.0,Weighted,21,0.8703125
100.0,0.01,Orthogonal,21,0.8453125
100.0,0.01,Projection,21,0.853125
100.0,0.01,Unweighted,21,0.86484375
100.0,0.01,Weighted,21,0.8609375
100.0,1.0,Multitask,21,0.83671875
100.0,1.0,Orthogonal,21,0.5671875
100.0,1.0,Projection,21,0.83828125
100.0,1.0,Unweighted,21,0.83671875
100.0,1.0,Weighted,21,0.84140625
3.0,0.01,Orthogonal,21,0.86796875
3.0,0.01,Projection,21,0.8640625
3.0,0.01,Unweighted,21,0.8578125
3.0,0.01,Weighted,21,0.8671875
3.0,1.0,Multitask,21,0.85234375
3.0,1.0,Orthogonal,21,0.85234375
3.0,1.0,Projection,21,0.859375
3.0,1.0,Unweighted,21,0.8578125
3.0,1.0,Weighted,21,0.8703125
30.0,0.01,Orthogonal,21,0.83671875
30.0,0.01,Projection,21,0.85390625
30.0,0.01,Unweighted,21,0.8546875
30.0,0.01,Weighted,21,0.8578125
30.0,1.0,Multitask,21,0.84140625
30.0,1.0,Orthogonal,21,0.81875
30.0,1.0,Projection,21,0.83984375
30.0,1.0,Unweighted,21,0.85625
30.0,1.0,Weighted,21,0.8609375
0.01,0.01,Orthogonal,22,0.85625
0.01,0.01,Projection,22,0.85546875
0.01,0.01,Unweighted,22,0.8546875
0.01,0.01,Weighted,22,0.853125
0.01,1.0,Multitask,22,0.85625
0.01,1.0,Orthogonal,22,0.85625
0.01,1.0,Projection,22,0.85625
0.01,1.0,Unweighted,22,0.85546875
0.01,1.0,Weighted,22,0.853125
0.03,0.01,Orthogonal,22,0.8546875
0.03,0.01,Projection,22,0.85703125
0.03,0.01,Unweighted,22,0.8515625
0.03,0.01,Weighted,22,0.85546875
0.03,1.0,Multitask,22,0.859375
0.03,1.0,Orthogonal,22,0.8609375
0.03,1.0,Projection,22,0.859375
0.03,1.0,Unweighted,22,0.85078125
0.03,1.0,Weighted,22,0.8546875
0.0,1.0,Single task,22,0.853125
0.1,0.01,Orthogonal,22,0.8640625
0.1,0.01,Projection,22,0.86484375
0.1,0.01,Unweighted,22,0.8515625
0.1,0.01,Weighted,22,0.85390625
0.1,1.0,Multitask,22,0.8625
0.1,1.0,Orthogonal,22,0.8640625
0.1,1.0,Projection,22,0.86328125
0.1,1.0,Unweighted,22,0.8609375
0.1,1.0,Weighted,22,0.86015625
0.3,0.01,Orthogonal,22,0.86953125
0.3,0.01,Projection,22,0.8609375
0.3,0.01,Unweighted,22,0.85546875
0.3,0.01,Weighted,22,0.85625
0.3,1.0,Multitask,22,0.8671875
0.3,1.0,Orthogonal,22,0.86875
0.3,1.0,Projection,22,0.8703125
0.3,1.0,Unweighted,22,0.86875
0.3,1.0,Weighted,22,0.8609375
1.0,0.01,Orthogonal,22,0.8640625
1.0,0.01,Projection,22,0.86015625
1.0,0.01,Unweighted,22,0.86015625
1.0,0.01,Weighted,22,0.86484375
1.0,1.0,Multitask,22,0.86484375
1.0,1.0,Orthogonal,22,0.8625
1.0,1.0,Projection,22,0.86171875
1.0,1.0,Unweighted,22,0.875
1.0,1.0,Weighted,22,0.86640625
10.0,0.01,Orthogonal,22,0.86171875
10.0,0.01,Projection,22,0.86640625
10.0,0.01,Unweighted,22,0.8515625
10.0,0.01,Weighted,22,0.86171875
10.0,1.0,Multitask,22,0.85
10.0,1.0,Orthogonal,22,0.859375
10.0,1.0,Projection,22,0.8453125
10.0,1.0,Unweighted,22,0.8484375
10.0,1.0,Weighted,22,0.8609375
100.0,0.01,Orthogonal,22,0.840625
100.0,0.01,Projection,22,0.85078125
100.0,0.01,Unweighted,22,0.8578125
100.0,0.01,Weighted,22,0.86640625
100.0,1.0,Multitask,22,0.84765625
100.0,1.0,Orthogonal,22,0.540625
100.0,1.0,Projection,22,0.8546875
100.0,1.0,Unweighted,22,0.83671875
100.0,1.0,Weighted,22,0.84609375
3.0,0.01,Orthogonal,22,0.86484375
3.0,0.01,Projection,22,0.86640625
3.0,0.01,Unweighted,22,0.84609375
3.0,0.01,Weighted,22,0.8625
3.0,1.0,Multitask,22,0.85859375
3.0,1.0,Orthogonal,22,0.85234375
3.0,1.0,Projection,22,0.85
3.0,1.0,Unweighted,22,0.8609375
3.0,1.0,Weighted,22,0.87109375
30.0,0.01,Orthogonal,22,0.84453125
30.0,0.01,Projection,22,0.859375
30.0,0.01,Unweighted,22,0.86171875
30.0,0.01,Weighted,22,0.86015625
30.0,1.0,Multitask,22,0.83515625
30.0,1.0,Orthogonal,22,0.8265625
30.0,1.0,Projection,22,0.8453125
30.0,1.0,Unweighted,22,0.84453125
30.0,1.0,Weighted,22,0.8484375
0.01,0.01,Orthogonal,23,0.85234375
0.01,0.01,Projection,23,0.85234375
0.01,0.01,Unweighted,23,0.8546875
0.01,0.01,Weighted,23,0.8515625
0.01,1.0,Multitask,23,0.853125
0.01,1.0,Orthogonal,23,0.853125
0.01,1.0,Projection,23,0.853125
0.01,1.0,Unweighted,23,0.853125
0.01,1.0,Weighted,23,0.85078125
0.03,0.01,Orthogonal,23,0.85390625
0.03,0.01,Projection,23,0.8546875
0.03,0.01,Unweighted,23,0.853125
0.03,0.01,Weighted,23,0.85234375
0.03,1.0,Multitask,23,0.85625
0.03,1.0,Orthogonal,23,0.8546875
0.03,1.0,Projection,23,0.85625
0.03,1.0,Unweighted,23,0.8546875
0.03,1.0,Weighted,23,0.8546875
0.0,1.0,Single task,23,0.85390625
0.1,0.01,Orthogonal,23,0.85703125
0.1,0.01,Projection,23,0.859375
0.1,0.01,Unweighted,23,0.8546875
0.1,0.01,Weighted,23,0.8546875
0.1,1.0,Multitask,23,0.85390625
0.1,1.0,Orthogonal,23,0.8578125
0.1,1.0,Projection,23,0.85390625
0.1,1.0,Unweighted,23,0.85625
0.1,1.0,Weighted,23,0.853125
0.3,0.01,Orthogonal,23,0.8625
0.3,0.01,Projection,23,0.86796875
0.3,0.01,Unweighted,23,0.85
0.3,0.01,Weighted,23,0.85390625
0.3,1.0,Multitask,23,0.85546875
0.3,1.0,Orthogonal,23,0.85546875
0.3,1.0,Projection,23,0.8546875
0.3,1.0,Unweighted,23,0.8640625
0.3,1.0,Weighted,23,0.85703125
1.0,0.01,Orthogonal,23,0.86953125
1.0,0.01,Projection,23,0.871875
1.0,0.01,Unweighted,23,0.85390625
1.0,0.01,Weighted,23,0.853125
1.0,1.0,Multitask,23,0.8625
1.0,1.0,Orthogonal,23,0.87265625
1.0,1.0,Projection,23,0.86328125
1.0,1.0,Unweighted,23,0.86875
1.0,1.0,Weighted,23,0.859375
10.0,0.01,Orthogonal,23,0.8515625
10.0,0.01,Projection,23,0.86171875
10.0,0.01,Unweighted,23,0.86328125
10.0,0.01,Weighted,23,0.8578125
10.0,1.0,Multitask,23,0.85
10.0,1.0,Orthogonal,23,0.86328125
10.0,1.0,Projection,23,0.846875
10.0,1.0,Unweighted,23,0.84296875
10.0,1.0,Weighted,23,0.85703125
100.0,0.01,Orthogonal,23,0.8375
100.0,0.01,Projection,23,0.85
100.0,0.01,Unweighted,23,0.8546875
100.0,0.01,Weighted,23,0.85390625
100.0,1.0,Multitask,23,0.8296875
100.0,1.0,Orthogonal,23,0.5453125
100.0,1.0,Projection,23,0.83046875
100.0,1.0,Unweighted,23,0.809375
100.0,1.0,Weighted,23,0.8359375
3.0,0.01,Orthogonal,23,0.87109375
3.0,0.01,Projection,23,0.86484375
3.0,0.01,Unweighted,23,0.8515625
3.0,0.01,Weighted,23,0.8546875
3.0,1.0,Multitask,23,0.8578125
3.0,1.0,Orthogonal,23,0.84921875
3.0,1.0,Projection,23,0.85859375
3.0,1.0,Unweighted,23,0.85859375
3.0,1.0,Weighted,23,0.86796875
30.0,0.01,Orthogonal,23,0.8328125
30.0,0.01,Projection,23,0.85
30.0,0.01,Unweighted,23,0.8640625
30.0,0.01,Weighted,23,0.84296875
30.0,1.0,Multitask,23,0.8453125
30.0,1.0,Orthogonal,23,0.83046875
30.0,1.0,Projection,23,0.8375
30.0,1.0,Unweighted,23,0.82265625
30.0,1.0,Weighted,23,0.853125
0.01,0.01,Orthogonal,24,0.86328125
0.01,0.01,Projection,24,0.8640625
0.01,0.01,Unweighted,24,0.86171875
0.01,0.01,Weighted,24,0.86484375
0.01,1.0,Multitask,24,0.86328125
0.01,1.0,Orthogonal,24,0.86328125
