lam,alpha,mode,run,accuracy
0.01,1.0,Projection,24,0.86328125
0.01,1.0,Unweighted,24,0.86328125
0.01,1.0,Weighted,24,0.86484375
0.03,0.01,Orthogonal,24,0.865625
0.03,0.01,Projection,24,0.865625
0.03,0.01,Unweighted,24,0.86015625
0.03,0.01,Weighted,24,0.86328125
0.03,1.0,Multitask,24,0.86171875
0.03,1.0,Orthogonal,24,0.86171875
0.03,1.0,Projection,24,0.86171875
0.03,1.0,Unweighted,24,0.86171875
0.03,1.0,Weighted,24,0.86484375
0.0,1.0,Single task,24,0.8640625
0.1,0.01,Orthogonal,24,0.86875
0.1,0.01,Projection,24,0.86875
0.1,0.01,Unweighted,24,0.86484375
0.1,0.01,Weighted,24,0.8609375
0.1,1.0,Multitask,24,0.86953125
0.1,1.0,Orthogonal,24,0.87109375
0.1,1.0,Projection,24,0.8703125
0.1,1.0,Unweighted,24,0.86875
0.1,1.0,Weighted,24,0.86328125
0.3,0.01,Orthogonal,24,0.86640625
0.3,0.01,Projection,24,0.87109375
0.3,0.01,Unweighted,24,0.86171875
0.3,0.01,Weighted,24,0.865625
0.3,1.0,Multitask,24,0.8734375
0.3,1.0,Orthogonal,24,0.87578125
0.3,1.0,Projection,24,0.8734375
0.3,1.0,Unweighted,24,0.871875
0.3,1.0,Weighted,24,0.86953125
1.0,0.01,Orthogonal,24,0.8734375
1.0,0.01,Projection,24,0.87578125
1.0,0.01,Unweighted,24,0.86484375
1.0,0.01,Weighted,24,0.8625
1.0,1.0,Multitask,24,0.87109375
1.0,1.0,Orthogonal,24,0.8640625
1.0,1.0,Projection,24,0.86796875
1.0,1.0,Unweighted,24,0.86875
1.0,1.0,Weighted,24,0.8734375
10.0,0.01,Orthogonal,24,0.86640625
10.0,0.01,Projection,24,0.8671875
10.0,0.01,Unweighted,24,0.86015625
10.0,0.01,Weighted,24,0.8703125
10.0,1.0,Multitask,24,0.85234375
10.0,1.0,Orthogonal,24,0.8640625
10.0,1.0,Projection,24,0.85546875
10.0,1.0,Unweighted,24,0.8546875
10.0,1.0,Weighted,24,0.8703125
100.0,0.01,Orthogonal,24,0.83203125
100.0,0.01,Projection,24,0.84609375
100.0,0.01,Unweighted,24,0.8625
100.0,0.01,Weighted,24,0.8609375
100.0,1.0,Multitask,24,0.840625
100.0,1.0,Orthogonal,24,0.53828125
100.0,1.0,Projection,24,0.840625
100.0,1.0,Unweighted,24,0.83203125
100.0,1.0,Weighted,24,0.84453125
3.0,0.01,Orthogonal,24,0.87734375
3.0,0.01,Projection,24,0.8796875
3.0,0.01,Unweighted,24,0.86796875
3.0,0.01,Weighted,24,0.86640625
3.0,1.0,Multitask,24,0.86640625
3.0,1.0,Orthogonal,24,0.865625
3.0,1.0,Projection,24,0.85703125
3.0,1.0,Unweighted,24,0.86484375
3.0,1.0,Weighted,24,0.878125
30.0,0.01,Orthogonal,24,0.85703125
30.0,0.01,Projection,24,0.86328125
30.0,0.01,Unweighted,24,0.87421875
30.0,0.01,Weighted,24,0.86796875
30.0,1.0,Multitask,24,0.840625
30.0,1.0,Orthogonal,24,0.8265625
30.0,1.0,Projection,24,0.84140625
30.0,1.0,Unweighted,24,0.84609375
30.0,1.0,Weighted,24,0.8625
0.01,0.01,Orthogonal,25,0.8640625
0.01,0.01,Projection,25,0.8640625
0.01,0.01,Unweighted,25,0.86015625
0.01,0.01,Weighted,25,0.86015625
0.01,1.0,Multitask,25,0.8640625
0.01,1.0,Orthogonal,25,0.8640625
0.01,1.0,Projection,25,0.8640625
0.01,1.0,Unweighted,25,0.8609375
0.01,1.0,Weighted,25,0.86015625
0.03,0.01,Orthogonal,25,0.8609375
0.03,0.01,Projection,25,0.8625
0.03,0.01,Unweighted,25,0.86171875
0.03,0.01,Weighted,25,0.86171875
0.03,1.0,Multitask,25,0.86328125
0.03,1.0,Orthogonal,25,0.8640625
0.03,1.0,Projection,25,0.86328125
0.03,1.0,Unweighted,25,0.86328125
0.03,1.0,Weighted,25,0.86171875
0.0,1.0,Single task,25,0.8640625
0.1,0.01,Orthogonal,25,0.8609375
0.1,0.01,Projection,25,0.85625
0.1,0.01,Unweighted,25,0.8625
0.1,0.01,Weighted,25,0.86015625
0.1,1.0,Multitask,25,0.86015625
0.1,1.0,Orthogonal,25,0.859375
0.1,1.0,Projection,25,0.8640625
0.1,1.0,Unweighted,25,0.8671875
0.1,1.0,Weighted,25,0.86484375
0.3,0.01,Orthogonal,25,0.85859375
0.3,0.01,Projection,25,0.85859375
0.3,0.01,Unweighted,25,0.85703125
0.3,0.01,Weighted,25,0.86015625
0.3,1.0,Multitask,25,0.8578125
0.3,1.0,Orthogonal,25,0.86015625
0.3,1.0,Projection,25,0.85703125
0.3,1.0,Unweighted,25,0.86328125
0.3,1.0,Weighted,25,0.8625
1.0,0.01,Orthogonal,25,0.871875
1.0,0.01,Projection,25,0.86640625
1.0,0.01,Unweighted,25,0.859375
1.0,0.01,Weighted,25,0.85390625
1.0,1.0,Multitask,25,0.859375
1.0,1.0,Orthogonal,25,0.865625
1.0,1.0,Projection,25,0.8625
1.0,1.0,Unweighted,25,0.8734375
1.0,1.0,Weighted,25,0.85546875
10.0,0.01,Orthogonal,25,0.86328125
10.0,0.01,Projection,25,0.86484375
10.0,0.01,Unweighted,25,0.8578125
10.0,0.01,Weighted,25,0.85546875
10.0,1.0,Multitask,25,0.85234375
10.0,1.0,Orthogonal,25,0.86171875
10.0,1.0,Projection,25,0.8578125
10.0,1.0,Unweighted,25,0.8484375
10.0,1.0,Weighted,25,0.8625
100.0,0.01,Orthogonal,25,0.83828125
100.0,0.01,Projection,25,0.8625
100.0,0.01,Unweighted,25,0.86640625
100.0,0.01,Weighted,25,0.85703125
100.0,1.0,Multitask,25,0.83671875
100.0,1.0,Orthogonal,25,0.58203125
100.0,1.0,Projection,25,0.85
100.0,1.0,Unweighted,25,0.8328125
100.0,1.0,Weighted,25,0.85234375
3.0,0.01,Orthogonal,25,0.871875
3.0,0.01,Projection,25,0.86875
3.0,0.01,Unweighted,25,0.853125
3.0,0.01,Weighted,25,0.85078125
3.0,1.0,Multitask,25,0.86484375
3.0,1.0,Orthogonal,25,0.85546875
3.0,1.0,Projection,25,0.865625
3.0,1.0,Unweighted,25,0.84375
3.0,1.0,Weighted,25,0.8671875
30.0,0.01,Orthogonal,25,0.8484375
30.0,0.01,Projection,25,0.859375
30.0,0.01,Unweighted,25,0.85625
30.0,0.01,Weighted,25,0.85546875
30.0,1.0,Multitask,25,0.8515625
30.0,1.0,Orthogonal,25,0.8125
30.0,1.0,Projection,25,0.8453125
30.0,1.0,Unweighted,25,0.83203125
30.0,1.0,Weighted,25,0.85703125
0.01,0.01,Orthogonal,26,0.859375
0.01,0.01,Projection,26,0.859375
0.01,0.01,Unweighted,26,0.86171875
0.01,0.01,Weighted,26,0.86171875
0.01,1.0,Multitask,26,0.86015625
0.01,1.0,Orthogonal,26,0.86015625
0.01,1.0,Projection,26,0.86015625
0.01,1.0,Unweighted,26,0.8609375
0.01,1.0,Weighted,26,0.8625
0.03,0.01,Orthogonal,26,0.8609375
0.03,0.01,Projection,26,0.86171875
0.03,0.01,Unweighted,26,0.86015625
0.03,0.01,Weighted,26,0.86171875
0.03,1.0,Multitask,26,0.8625
0.03,1.0,Orthogonal,26,0.8625
0.03,1.0,Projection,26,0.8625
0.03,1.0,Unweighted,26,0.86171875
0.03,1.0,Weighted,26,0.8609375
0.0,1.0,Single task,26,0.8640625
0.1,0.01,Orthogonal,26,0.8609375
0.1,0.01,Projection,26,0.86171875
0.1,0.01,Unweighted,26,0.8609375
0.1,0.01,Weighted,26,0.85859375
0.1,1.0,Multitask,26,0.86015625
0.1,1.0,Orthogonal,26,0.85859375
0.1,1.0,Projection,26,0.859375
0.1,1.0,Unweighted,26,0.8640625
0.1,1.0,Weighted,26,0.8609375
0.3,0.01,Orthogonal,26,0.8640625
0.3,0.01,Projection,26,0.8609375
0.3,0.01,Unweighted,26,0.8609375
0.3,0.01,Weighted,26,0.8578125
0.3,1.0,Multitask,26,0.86875
0.3,1.0,Orthogonal,26,0.87421875
0.3,1.0,Projection,26,0.8703125
0.3,1.0,Unweighted,26,0.8625
0.3,1.0,Weighted,26,0.865625
1.0,0.01,Orthogonal,26,0.8734375
1.0,0.01,Projection,26,0.87109375
1.0,0.01,Unweighted,26,0.86171875
1.0,0.01,Weighted,26,0.8625
1.0,1.0,Multitask,26,0.8625
1.0,1.0,Orthogonal,26,0.865625
1.0,1.0,Projection,26,0.86640625
1.0,1.0,Unweighted,26,0.86328125
1.0,1.0,Weighted,26,0.86328125
10.0,0.01,Orthogonal,26,0.859375
10.0,0.01,Projection,26,0.86015625
10.0,0.01,Unweighted,26,0.86640625
10.0,0.01,Weighted,26,0.8703125
10.0,1.0,Multitask,26,0.853125
10.0,1.0,Orthogonal,26,0.85625
10.0,1.0,Projection,26,0.8484375
10.0,1.0,Unweighted,26,0.85234375
10.0,1.0,Weighted,26,0.859375
100.0,0.01,Orthogonal,26,0.83046875
100.0,0.01,Projection,26,0.8515625
100.0,0.01,Unweighted,26,0.871875
100.0,0.01,Weighted,26,0.8671875
100.0,1.0,Multitask,26,0.8296875
100.0,1.0,Orthogonal,26,0.54140625
100.0,1.0,Projection,26,0.834375
100.0,1.0,Unweighted,26,0.83671875
100.0,1.0,Weighted,26,0.84140625
3.0,0.01,Orthogonal,26,0.86640625
3.0,0.01,Projection,26,0.86484375
3.0,0.01,Unweighted,26,0.8671875
3.0,0.01,Weighted,26,0.8609375
3.0,1.0,Multitask,26,0.859375
3.0,1.0,Orthogonal,26,0.8421875
3.0,1.0,Projection,26,0.8640625
3.0,1.0,Unweighted,26,0.85390625
3.0,1.0,Weighted,26,0.86875
30.0,0.01,Orthogonal,26,0.8421875
30.0,0.01,Projection,26,0.8546875
30.0,0.01,Unweighted,26,0.8640625
30.0,0.01,Weighted,26,0.85625
30.0,1.0,Multitask,26,0.82734375
30.0,1.0,Orthogonal,26,0.60234375
30.0,1.0,Projection,26,0.83203125
30.0,1.0,Unweighted,26,0.82578125
30.0,1.0,Weighted,26,0.86171875
0.01,0.01,Orthogonal,27,0.8609375
0.01,0.01,Projection,27,0.85859375
0.01,0.01,Unweighted,27,0.8609375
0.01,0.01,Weighted,27,0.85859375
0.01,1.0,Multitask,27,0.86171875
0.01,1.0,Orthogonal,27,0.86171875
0.01,1.0,Projection,27,0.86171875
0.01,1.0,Unweighted,27,0.8609375
0.01,1.0,Weighted,27,0.86015625
0.03,0.01,Orthogonal,27,0.86171875
0.03,0.01,Projection,27,0.86171875
0.03,0.01,Unweighted,27,0.86015625
0.03,0.01,Weighted,27,0.8625
0.03,1.0,Multitask,27,0.859375
0.03,1.0,Orthogonal,27,0.859375
0.03,1.0,Projection,27,0.859375
0.03,1.0,Unweighted,27,0.8609375
0.03,1.0,Weighted,27,0.8609375
0.0,1.0,Single task,27,0.85859375
0.1,0.01,Orthogonal,27,0.86171875
0.1,0.01,Projection,27,0.86015625
0.1,0.01,Unweighted,27,0.8578125
0.1,0.01,Weighted,27,0.8609375
0.1,1.0,Multitask,27,0.8578125
0.1,1.0,Orthogonal,27,0.85859375
0.1,1.0,Projection,27,0.8578125
0.1,1.0,Unweighted,27,0.86171875
0.1,1.0,Weighted,27,0.86328125
0.3,0.01,Orthogonal,27,0.8734375
0.3,0.01,Projection,27,0.86953125
0.3,0.01,Unweighted,27,0.85546875
0.3,0.01,Weighted,27,0.8546875
0.3,1.0,Multitask,27,0.87265625
0.3,1.0,Orthogonal,27,0.86640625
0.3,1.0,Projection,27,0.87109375
0.3,1.0,Unweighted,27,0.86875
0.3,1.0,Weighted,27,0.859375
1.0,0.01,Orthogonal,27,0.86640625
1.0,0.01,Projection,27,0.8640625
1.0,0.01,Unweighted,27,0.8625
1.0,0.01,Weighted,27,0.8609375
1.0,1.0,Multitask,27,0.8640625
1.0,1.0,Orthogonal,27,0.86953125
1.0,1.0,Projection,27,0.86953125
1.0,1.0,Unweighted,27,0.87734375
1.0,1.0,Weighted,27,0.86640625
10.0,0.01,Orthogonal,27,0.85859375
10.0,0.01,Projection,27,0.87109375
10.0,0.01,Unweighted,27,0.85859375
10.0,0.01,Weighted,27,0.8609375
10.0,1.0,Multitask,27,0.8484375
10.0,1.0,Orthogonal,27,0.85703125
10.0,1.0,Projection,27,0.846875
10.0,1.0,Unweighted,27,0.85234375
10.0,1.0,Weighted,27,0.871875
100.0,0.01,Orthogonal,27,0.8140625
100.0,0.01,Projection,27,0.85078125
100.0,0.01,Unweighted,27,0.87109375
100.0,0.01,Weighted,27,0.86640625
100.0,1.0,Multitask,27,0.8359375
100.0,1.0,Orthogonal,27,0.5703125
100.0,1.0,Projection,27,0.846875
100.0,1.0,Unweighted,27,0.80703125
100.0,1.0,Weighted,27,0.8328125
3.0,0.01,Orthogonal,27,0.87578125
3.0,0.01,Projection,27,0.87890625
3.0,0.01,Unweighted,27,0.8484375
3.0,0.01,Weighted,27,0.859375
3.0,1.0,Multitask,27,0.8703125
3.0,1.0,Orthogonal,27,0.85625
3.0,1.0,Projection,27,0.875
3.0,1.0,Unweighted,27,0.86875
3.0,1.0,Weighted,27,0.87265625
30.0,0.01,Orthogonal,27,0.8453125
30.0,0.01,Projection,27,0.85546875
30.0,0.01,Unweighted,27,0.8640625
30.0,0.01,Weighted,27,0.85703125
30.0,1.0,Multitask,27,0.83984375
30.0,1.0,Orthogonal,27,0.82265625
30.0,1.0,Projection,27,0.83515625
30.0,1.0,Unweighted,27,0.82421875
30.0,1.0,Weighted,27,0.865625
0.01,0.01,Orthogonal,28,0.86171875
0.01,0.01,Projection,28,0.859375
0.01,0.01,Unweighted,28,0.86328125
0.01,0.01,Weighted,28,0.86328125
0.01,1.0,Multitask,28,0.859375
0.01,1.0,Orthogonal,28,0.86328125
0.01,1.0,Projection,28,0.859375
0.01,1.0,Unweighted,28,0.86328125
0.01,1.0,Weighted,28,0.86171875
0.03,0.01,Orthogonal,28,0.8640625
0.03,0.01,Projection,28,0.8546875
0.03,0.01,Unweighted,28,0.85390625
0.03,0.01,Weighted,28,0.86484375
0.03,1.0,Multitask,28,0.859375
0.03,1.0,Orthogonal,28,0.85703125
0.03,1.0,Projection,28,0.859375
0.03,1.0,Unweighted,28,0.85625
0.03,1.0,Weighted,28,0.86484375
0.0,1.0,Single task,28,0.85390625
0.1,0.01,Orthogonal,28,0.8484375
0.1,0.01,Projection,28,0.85390625
0.1,0.01,Unweighted,28,0.846875
0.1,0.01,Weighted,28,0.85390625
0.1,1.0,Multitask,28,0.8640625
0.1,1.0,Orthogonal,28,0.85703125
0.1,1.0,Projection,28,0.8640625
0.1,1.0,Unweighted,28,0.85390625
0.1,1.0,Weighted,28,0.859375
0.3,0.01,Orthogonal,28,0.865625
0.3,0.01,Projection,28,0.85625
0.3,0.01,Unweighted,28,0.84921875
0.3,0.01,Weighted,28,0.8453125
0.3,1.0,Multitask,28,0.86484375
0.3,1.0,Orthogonal,28,0.86796875
0.3,1.0,Projection,28,0.86875
0.3,1.0,Unweighted,28,0.86171875
0.3,1.0,Weighted,28,0.8546875
1.0,0.01,Orthogonal,28,0.8671875
1.0,0.01,Projection,28,0.86484375
1.0,0.01,Unweighted,28,0.85703125
1.0,0.01,Weighted,28,0.86015625
1.0,1.0,Multitask,28,0.859375
1.0,1.0,Orthogonal,28,0.8671875
1.0,1.0,Projection,28,0.86015625
1.0,1.0,Unweighted,28,0.865625
1.0,1.0,Weighted,28,0.8546875
10.0,0.01,Orthogonal,28,0.86015625
10.0,0.01,Projection,28,0.8671875
10.0,0.01,Unweighted,28,0.86015625
10.0,0.01,Weighted,28,0.85234375
10.0,1.0,Multitask,28,0.84921875
10.0,1.0,Orthogonal,28,0.8453125
10.0,1.0,Projection,28,0.84375
10.0,1.0,Unweighted,28,0.8375
10.0,1.0,Weighted,28,0.85546875
100.0,0.01,Orthogonal,28,0.83203125
100.0,0.01,Projection,28,0.85
100.0,0.01,Unweighted,28,0.86640625
100.0,0.01,Weighted,28,0.859375
100.0,1.0,Multitask,28,0.840625
100.0,1.0,Orthogonal,28,0.571875
100.0,1.0,Projection,28,0.83515625
100.0,1.0,Unweighted,28,0.83515625
100.0,1.0,Weighted,28,0.846875
3.0,0.01,Orthogonal,28,0.87265625
3.0,0.01,Projection,28,0.86171875
3.0,0.01,Unweighted,28,0.85
3.0,0.01,Weighted,28,0.8546875
3.0,1.0,Multitask,28,0.87109375
3.0,1.0,Orthogonal,28,0.85703125
3.0,1.0,Projection,28,0.865625
3.0,1.0,Unweighted,28,0.85703125
3.0,1.0,Weighted,28,0.86484375
30.0,0.01,Orthogonal,28,0.83984375
30.0,0.01,Projection,28,0.8640625
30.0,0.01,Unweighted,28,0.86015625
30.0,0.01,Weighted,28,0.84765625
30.0,1.0,Multitask,28,0.84609375
30.0,1.0,Orthogonal,28,0.6125
30.0,1.0,Projection,28,0.8453125
30.0,1.0,Unweighted,28,0.82734375
30.0,1.0,Weighted,28,0.85625
0.01,0.01,Orthogonal,29,0.871875
0.01,0.01,Projection,29,0.871875
0.01,0.01,Unweighted,29,0.86875
0.01,0.01,Weighted,29,0.86015625
0.01,1.0,Multitask,29,0.87109375
0.01,1.0,Orthogonal,29,0.86875
0.01,1.0,Projection,29,0.87109375
0.01,1.0,Unweighted,29,0.8703125
0.01,1.0,Weighted,29,0.86640625
0.03,0.01,Orthogonal,29,0.86484375
0.03,0.01,Projection,29,0.86640625
0.03,0.01,Unweighted,29,0.86875
0.03,0.01,Weighted,29,0.859375
0.03,1.0,Multitask,29,0.8703125
0.03,1.0,Orthogonal,29,0.871875
0.03,1.0,Projection,29,0.86953125
0.03,1.0,Unweighted,29,0.87109375
0.03,1.0,Weighted,29,0.86875
0.0,1.0,Single task,29,0.859375
0.1,0.01,Orthogonal,29,0.85859375
0.1,0.01,Projection,29,0.859375
0.1,0.01,Unweighted,29,0.86640625
0.1,0.01,Weighted,29,0.8671875
0.1,1.0,Multitask,29,0.85859375
0.1,1.0,Orthogonal,29,0.865625
0.1,1.0,Projection,29,0.859375
0.1,1.0,Unweighted,29,0.86015625
0.1,1.0,Weighted,29,0.87109375
0.3,0.01,Orthogonal,29,0.871875
0.3,0.01,Projection,29,0.8640625
0.3,0.01,Unweighted,29,0.86484375
0.3,0.01,Weighted,29,0.86171875
0.3,1.0,Multitask,29,0.86484375
0.3,1.0,Orthogonal,29,0.86640625
0.3,1.0,Projection,29,0.8625
0.3,1.0,Unweighted,29,0.86953125
0.3,1.0,Weighted,29,0.86640625
1.0,0.01,Orthogonal,29,0.86953125
1.0,0.01,Projection,29,0.86640625
1.0,0.01,Unweighted,29,0.85390625
1.0,0.01,Weighted,29,0.859375
1.0,1.0,Multitask,29,0.8625
1.0,1.0,Orthogonal,29,0.84921875
1.0,1.0,Projection,29,0.871875
1.0,1.0,Unweighted,29,0.86640625
1.0,1.0,Weighted,29,0.8671875
10.0,0.01,Orthogonal,29,0.859375
10.0,0.01,Projection,29,0.865625
10.0,0.01,Unweighted,29,0.85703125
10.0,0.01,Weighted,29,0.86015625
10.0,1.0,Multitask,29,0.84921875
10.0,1.0,Orthogonal,29,0.84609375
10.0,1.0,Projection,29,0.85078125
10.0,1.0,Unweighted,29,0.84765625
10.0,1.0,Weighted,29,0.86171875
100.0,0.01,Orthogonal,29,0.82890625
100.0,0.01,Projection,29,0.85546875
100.0,0.01,Unweighted,29,0.86484375
100.0,0.01,Weighted,29,0.86640625
100.0,1.0,Multitask,29,0.8421875
100.0,1.0,Orthogonal,29,0.515625
100.0,1.0,Projection,29,0.8359375
100.0,1.0,Unweighted,29,0.85
100.0,1.0,Weighted,29,0.85234375
3.0,0.01,Orthogonal,29,0.86953125
3.0,0.01,Projection,29,0.8609375
3.0,0.01,Unweighted,29,0.85625
3.0,0.01,Weighted,29,0.85234375
3.0,1.0,Multitask,29,0.86171875
3.0,1.0,Orthogonal,29,0.86328125
3.0,1.0,Projection,29,0.85625
3.0,1.0,Unweighted,29,0.85859375
3.0,1.0,Weighted,29,0.8671875
30.0,0.01,Orthogonal,29,0.8328125
30.0,0.01,Projection,29,0.85703125
30.0,0.01,Unweighted,29,0.86796875
30.0,0.01,Weighted,29,0.8578125
30.0,1.0,Multitask,29,0.8515625
30.0,1.0,Orthogonal,29,0.81953125
30.0,1.0,Projection,29,0.84375
30.0,1.0,Unweighted,29,0.83828125
30.0,1.0,Weighted,29,0.8671875
0.01,0.01,Orthogonal,2,0.85390625
0.01,0.01,Projection,2,0.85390625
0.01,0.01,Unweighted,2,0.85390625
0.01,0.01,Weighted,2,0.85390625
0.01,1.0,Multitask,2,0.85546875
0.01,1.0,Orthogonal,2,0.85390625
0.01,1.0,Projection,2,0.85546875
0.01,1.0,Unweighted,2,0.85390625
0.01,1.0,Weighted,2,0.85390625
0.03,0.01,Orthogonal,2,0.8484375
0.03,0.01,Projection,2,0.8484375
0.03,0.01,Unweighted,2,0.8484375
0.03,0.01,Weighted,2,0.85234375
0.03,1.0,Multitask,2,0.85
0.03,1.0,Orthogonal,2,0.85078125
0.03,1.0,Projection,2,0.85234375
0.03,1.0,Unweighted,2,0.85
0.03,1.0,Weighted,2,0.85390625
0.0,1.0,Single task,2,0.85
0.1,0.01,Orthogonal,2,0.85390625
0.1,0.01,Projection,2,0.86015625
0.1,0.01,Unweighted,2,0.85078125
0.1,0.01,Weighted,2,0.84921875
0.1,1.0,Multitask,2,0.8578125
0.1,1.0,Orthogonal,2,0.85625
0.1,1.0,Projection,2,0.85859375
0.1,1.0,Unweighted,2,0.85546875
0.1,1.0,Weighted,2,0.84765625
0.3,0.01,Orthogonal,2,0.86640625
0.3,0.01,Projection,2,0.8578125
0.3,0.01,Unweighted,2,0.8515625
0.3,0.01,Weighted,2,0.8515625
0.3,1.0,Multitask,2,0.8609375
0.3,1.0,Orthogonal,2,0.86328125
0.3,1.0,Projection,2,0.8609375
0.3,1.0,Unweighted,2,0.86484375
0.3,1.0,Weighted,2,0.85625
1.0,0.01,Orthogonal,2,0.86953125
1.0,0.01,Projection,2,0.8671875
1.0,0.01,Unweighted,2,0.8546875
1.0,0.01,Weighted,2,0.8484375
1.0,1.0,Multitask,2,0.86484375
1.0,1.0,Orthogonal,2,0.86484375
1.0,1.0,Projection,2,0.8640625
1.0,1.0,Unweighted,2,0.8609375
1.0,1.0,Weighted,2,0.86640625
10.0,0.01,Orthogonal,2,0.8578125
10.0,0.01,Projection,2,0.87265625
10.0,0.01,Unweighted,2,0.859375
10.0,0.01,Weighted,2,0.84453125
10.0,1.0,Multitask,2,0.8515625
10.0,1.0,Orthogonal,2,0.853125
10.0,1.0,Projection,2,0.84921875
10.0,1.0,Unweighted,2,0.8625
10.0,1.0,Weighted,2,0.87421875
100.0,0.01,Orthogonal,2,0.83515625
100.0,0.01,Projection,2,0.85390625
100.0,0.01,Unweighted,2,0.865625
100.0,0.01,Weighted,2,0.8578125
100.0,1.0,Multitask,2,0.8328125
100.0,1.0,Orthogonal,2,0.56328125
100.0,1.0,Projection,2,0.83125
100.0,1.0,Unweighted,2,0.8390625
100.0,1.0,Weighted,2,0.859375
3.0,0.01,Orthogonal,2,0.87890625
3.0,0.01,Projection,2,0.86953125
3.0,0.01,Unweighted,2,0.84921875
3.0,0.01,Weighted,2,0.8421875
3.0,1.0,Multitask,2,0.865625
3.0,1.0,Orthogonal,2,0.85390625
3.0,1.0,Projection,2,0.86484375
3.0,1.0,Unweighted,2,0.8640625
3.0,1.0,Weighted,2,0.86328125
30.0,0.01,Orthogonal,2,0.84765625
30.0,0.01,Projection,2,0.853125
30.0,0.01,Unweighted,2,0.86015625
30.0,0.01,Weighted,2,0.8578125
30.0,1.0,Multitask,2,0.8484375
30.0,1.0,Orthogonal,2,0.81796875
30.0,1.0,Projection,2,0.8484375
30.0,1.0,Unweighted,2,0.84765625
30.0,1.0,Weighted,2,0.8609375
0.01,0.01,Orthogonal,30,0.85546875
0.01,0.01,Projection,30,0.86171875
0.01,0.01,Unweighted,30,0.85625
0.01,0.01,Weighted,30,0.85390625
0.01,1.0,Multitask,30,0.8609375
0.01,1.0,Orthogonal,30,0.8546875
0.01,1.0,Projection,30,0.86171875
0.01,1.0,Unweighted,30,0.85703125
0.01,1.0,Weighted,30,0.85546875
0.03,0.01,Orthogonal,30,0.859375
0.03,0.01,Projection,30,0.865625
0.03,0.01,Unweighted,30,0.8578125
0.03,0.01,Weighted,30,0.853125
0.03,1.0,Multitask,30,0.8625
0.03,1.0,Orthogonal,30,0.85859375
0.03,1.0,Projection,30,0.86328125
0.03,1.0,Unweighted,30,0.859375
0.03,1.0,Weighted,30,0.853125
0.0,1.0,Single task,30,0.85859375
0.1,0.01,Orthogonal,30,0.86015625
0.1,0.01,Projection,30,0.86875
0.1,0.01,Unweighted,30,0.865625
0.1,0.01,Weighted,30,0.85703125
0.1,1.0,Multitask,30,0.865625
0.1,1.0,Orthogonal,30,0.865625
0.1,1.0,Projection,30,0.86640625
0.1,1.0,Unweighted,30,0.8640625
0.1,1.0,Weighted,30,0.8609375
0.3,0.01,Orthogonal,30,0.86953125
0.3,0.01,Projection,30,0.87109375
0.3,0.01,Unweighted,30,0.8609375
0.3,0.01,Weighted,30,0.8609375
0.3,1.0,Multitask,30,0.8734375
0.3,1.0,Orthogonal,30,0.8703125
0.3,1.0,Projection,30,0.87421875
0.3,1.0,Unweighted,30,0.8671875
0.3,1.0,Weighted,30,0.86171875
1.0,0.01,Orthogonal,30,0.86875
1.0,0.01,Projection,30,0.8765625
1.0,0.01,Unweighted,30,0.85703125
1.0,0.01,Weighted,30,0.86171875
1.0,1.0,Multitask,30,0.86875
1.0,1.0,Orthogonal,30,0.8578125
1.0,1.0,Projection,30,0.86640625
1.0,1.0,Unweighted,30,0.8625
1.0,1.0,Weighted,30,0.86796875
10.0,0.01,Orthogonal,30,0.8515625
10.0,0.01,Projection,30,0.8546875
10.0,0.01,Unweighted,30,0.859375
10.0,0.01,Weighted,30,0.86484375
10.0,1.0,Multitask,30,0.85234375
10.0,1.0,Orthogonal,30,0.84609375
10.0,1.0,Projection,30,0.85546875
10.0,1.0,Unweighted,30,0.8546875
10.0,1.0,Weighted,30,0.865625
100.0,0.01,Orthogonal,30,0.83125
100.0,0.01,Projection,30,0.85
100.0,0.01,Unweighted,30,0.86015625
100.0,0.01,Weighted,30,0.8578125
100.0,1.0,Multitask,30,0.83125
100.0,1.0,Orthogonal,30,0.584375
100.0,1.0,Projection,30,0.84375
100.0,1.0,Unweighted,30,0.84140625
100.0,1.0,Weighted,30,0.83671875
3.0,0.01,Orthogonal,30,0.8703125
3.0,0.01,Projection,30,0.8640625
3.0,0.01,Unweighted,30,0.859375
3.0,0.01,Weighted,30,0.8546875
3.0,1.0,Multitask,30,0.8625
3.0,1.0,Orthogonal,30,0.85234375
3.0,1.0,Projection,30,0.86328125
3.0,1.0,Unweighted,30,0.859375
3.0,1.0,Weighted,30,0.87578125
30.0,0.01,Orthogonal,30,0.8296875
30.0,0.01,Projection,30,0.85703125
30.0,0.01,Unweighted,30,0.86875
30.0,0.01,Weighted,30,0.8609375
30.0,1.0,Multitask,30,0.8484375
30.0,1.0,Orthogonal,30,0.81953125
30.0,1.0,Projection,30,0.846875
30.0,1.0,Unweighted,30,0.83515625
30.0,1.0,Weighted,30,0.8578125
0.01,0.01,Orthogonal,31,0.85390625
0.01,0.01,Projection,31,0.85703125
0.01,0.01,Unweighted,31,0.85546875
0.01,0.01,Weighted,31,0.85
0.01,1.0,Multitask,31,0.85703125
0.01,1.0,Orthogonal,31,0.85390625
0.01,1.0,Projection,31,0.85703125
0.01,1.0,Unweighted,31,0.85390625
0.01,1.0,Weighted,31,0.85234375
0.03,0.01,Orthogonal,31,0.85234375
